income,year,municipality
21185,1999,Myrskylä
33133,1999,Mäntsälä
26540,1999,Mänttä-Vilppula
18553,1999,Mäntyharju
35027,1999,Naantali
27422,1999,Nakkila
22172,1999,Nivala
33328,1999,Nokia
33324,1999,Nousiainen
16062,1999,Nurmes
45871,1999,Nurmijärvi
21155,1999,Närpes
23977,1999,Orimattila
19357,1999,Oripää
21756,1999,Orivesi
25430,1999,Oulainen
33054,1999,Oulu
18946,1999,Outokumpu
20126,1999,Padasjoki
35132,1999,Paimio
19325,1999,Paltamo
30704,1999,Pargas
16308,1999,Parikkala
24354,1999,Parkano
30267,1999,Pedersöre
22147,1999,Pelkosenniemi
19724,1999,Pello
20149,1999,Perho
13664,1999,Pertunmaa
20805,1999,Petäjävesi
21618,1999,Pieksämäki
14461,1999,Pielavesi
30952,1999,Jakobstad
17029,1999,Pihtipudas
39916,1999,Pirkkala
14140,1999,Polvijärvi
19561,1999,Pomarkku
25062,1999,Pori
39028,1999,Pornainen
36789,1999,Porvoo
18132,1999,Posio
18511,1999,Pudasjärvi
22544,1999,Pukkila
16258,1999,Punkalaidun
16415,1999,Puolanka
15276,1999,Puumala
29158,1999,Pyhtää
26380,1999,Pyhäjoki
19811,1999,Pyhäjärvi
24238,1999,Pyhäntä
30545,1999,Pyhäranta
22550,1999,Pälkäne
22935,1999,Pöytyä
33412,1999,Raahe
27900,1999,Raseborg
34619,1999,Raisio
17218,1999,Rantasalmi
18596,1999,Ranua
29523,1999,Rauma
15735,1999,Rautalampi
13736,1999,Rautavaara
25791,1999,Rautjärvi
18765,1999,Reisjärvi
29995,1999,Riihimäki
15694,1999,Ristijärvi
26132,1999,Rovaniemi
26916,1999,Ruokolahti
20904,1999,Ruovesi
39048,1999,Rusko
13033,1999,Rääkkylä
20315,1999,Saarijärvi
18150,1999,Salla
34544,1999,Salo
33950,1999,Saltvik
22843,1999,Sastamala
22715,1999,Sauvo
19520,1999,Savitaipale
22441,1999,Savonlinna
18638,1999,Savukoski
28868,1999,Seinäjoki
23465,1999,Sievi
16910,1999,Siikainen
23072,1999,Siikajoki
18017,1999,Siikalatva
33099,1999,Siilinjärvi
25947,1999,Simo
43813,1999,Sipoo
42425,1999,Siuntio
22028,1999,Sodankylä
17313,1999,Soini
20957,1999,Somero
18467,1999,Sonkajärvi
23158,1999,Sotkamo
21144,1999,Sottunga
16546,1999,Sulkava
32625,1999,Sund
18719,1999,Suomussalmi
18240,1999,Suonenjoki
15058,1999,Sysmä
28380,1999,Säkylä
31866,1999,Taipalsaari
20469,1999,Taivalkoski
20122,1999,Taivassalo
25646,1999,Tammela
28748,1999,Tampere
14532,1999,Tervo
18797,1999,Tervola
21002,1999,Teuva
15884,1999,Tohmajärvi
20791,1999,Toholampi
20315,1999,Toivakka
29293,1999,Tornio
26003,1999,Turku
14971,1999,Tuusniemi
45175,1999,Tuusula
26492,1999,Tyrnävä
31373,1999,Ulvila
19658,1999,Urjala
18593,1999,Utajärvi
25853,1999,Utsjoki
22783,1999,Uurainen
23515,1999,Nykarleby
29467,1999,Uusikaupunki
18345,1999,Vaala
29973,1999,Vaasa
31648,1999,Valkeakoski
42004,1999,Vantaa
26564,1999,Varkaus
19541,1999,Vehmaa
13853,1999,Vesanto
25835,1999,Vesilahti
21964,1999,Veteli
18622,1999,Vieremä
43401,1999,Vihti
19657,1999,Viitasaari
24462,1999,Vimpeli
21178,1999,Virolahti
19547,1999,Virrat
30858,1999,Vårdö
22541,1999,Vörå
18529,1999,Ylitornio
27418,1999,Ylivieska
35065,1999,Ylöjärvi
22190,1999,Ypäjä
23646,1999,Ähtäri
28381,1999,Äänekoski
40698,1999,MK01 Uusimaa
29100,1999,MK02 Southwest Finland
26049,1999,MK04 Satakunta
27342,1999,MK05 Kanta-Häme
28542,1999,MK06 Pirkanmaa
25675,1999,MK07 Päijät-Häme
27694,1999,MK08 Kymenlaakso
25777,1999,MK09 South Karelia
21630,1999,MK10 South Savo
23622,1999,MK11 North Savo
21163,1999,MK12 North Karelia
25916,1999,MK13 Central Finland
23927,1999,MK14 South Ostrobothnia
28773,1999,MK15 Ostrobothnia
26390,1999,MK16 Central Ostrobothnia
28906,1999,MK17 North Ostrobothnia
22908,1999,MK18 Kainuu
24851,1999,MK19 Lapland
36552,1999,MK21 Åland
34472,1999,HVA01 East Uusimaa wellbeing services county
39858,1999,HVA02 Central Uusimaa wellbeing services county
49033,1999,HVA03 West Uusimaa wellbeing services county
42146,1999,HVA04 Vantaa and Kerava wellbeing services county
29100,1999,HVA05 Southwest Finland wellbeing services county
26049,1999,HVA06 Satakunta wellbeing services county
27342,1999,HVA06 Kanta-Häme wellbeing services county
28542,1999,HVA08 Pirkanmaa wellbeing services county
25675,1999,HVA09 Päijät-Häme wellbeing services county
27694,1999,HVA10 Kymenlaakso wellbeing services county
25777,1999,HVA11 South Karelia wellbeing services county
21630,1999,HVA12 South Savo wellbeing services county
23622,1999,HVA13 North Savo wellbeing services county
21163,1999,HVA14 North Karelia wellbeing services county
25916,1999,HVA15 Central Finland wellbeing services county
23927,1999,HVA16 South Ostrobothnia wellbeing services county
28773,1999,HVA17 Ostrobothnia wellbeing services county
26390,1999,HVA18 Central Ostrobothnia wellbeing services county
28906,1999,HVA19 North Ostrobothnia wellbeing services county
22908,1999,HVA20 Kainuu wellbeing services county
24851,1999,HVA21 Lapland wellbeing services county
36610,1999,HVA90 City of Helsinki
36552,1999,HVA91 Åland
41491,1999,SK011 Helsinki
29924,1999,SK014 Raasepori
35466,1999,SK015 Porvoo
25193,1999,SK016 Loviisa
28016,1999,SK021 Åboland-Turunmaa
32428,1999,SK022 Salo
29455,1999,SK023 Turku
26985,1999,SK024 Vakka-Suomi
22635,1999,SK025 Loimaa
29083,1999,SK041 Rauma
25268,1999,SK043 Pori
21193,1999,SK044 Pohjois-Satakunta
27344,1999,SK051 Hämeenlinna
29245,1999,SK052 Riihimäki
25128,1999,SK053 Forssa
23344,1999,SK061 Luoteis-Pirkanmaa
27929,1999,SK063 Etelä-Pirkanmaa
29910,1999,SK064 Tampere
22002,1999,SK068 Lounais-Pirkanmaa
23207,1999,SK069 Ylä-Pirkanmaa
25675,1999,SK071 Lahti
28297,1999,SK081 Kouvola
27083,1999,SK082 Kotka-Hamina
25995,1999,SK091 Lappeenranta
25388,1999,SK093 Imatra
22112,1999,SK101 Mikkeli
21399,1999,SK103 Savonlinna
20762,1999,SK105 Pieksämäki
20088,1999,SK111 Ylä-Savo
26411,1999,SK112 Kuopio
14971,1999,SK113 Koillis-Savo
24947,1999,SK114 Varkaus
16514,1999,SK115 Sisä-Savo
22488,1999,SK122 Joensuu
18317,1999,SK124 Keski-Karjala
17567,1999,SK125 Pielisen Karjala
27621,1999,SK131 Jyväskylä
15737,1999,SK132 Joutsa
21621,1999,SK133 Keuruu
29057,1999,SK134 Jämsä
27247,1999,SK135 Äänekoski
18794,1999,SK138 Saarijärvi-Viitasaari
19569,1999,SK141 Suupohja
25756,1999,SK142 Seinäjoki
21986,1999,SK144 Kuusiokunnat
20908,1999,SK146 Järviseutu
29509,1999,SK152 Vaasa
23566,1999,SK153 Sydösterbotten
29332,1999,SK154 Jakobstadsregionen
21124,1999,SK161 Kaustinen
28052,1999,SK162 Kokkola
33012,1999,SK171 Oulu
20155,1999,SK173 Oulunkaari
31115,1999,SK174 Raahe
20963,1999,SK175 Haapavesi-Siikalatva
20888,1999,SK176 Nivala-Haapajärvi
24881,1999,SK177 Ylivieska
22729,1999,SK178 Koillismaa
18164,1999,SK181 Kehys-Kainuu
25325,1999,SK182 Kajaani
25630,1999,SK191 Rovaniemi
26807,1999,SK192 Kemi-Tornio
19089,1999,SK193 Torniolaakso
22976,1999,SK194 Itä-Lappi
21033,1999,SK196 Tunturi-Lappi
23710,1999,SK197 Pohjois-Lappi
37976,1999,SK211 Mariehamns stad
36873,1999,SK212 Ålands landsbygd
28183,1999,SK213 Ålands skärgård
26732,2000,Akaa
22042,2000,Alajärvi
20613,2000,Alavieska
21915,2000,Alavus
24923,2000,Asikkala
34745,2000,Askola
31554,2000,Aura
31235,2000,Brändö
29973,2000,Eckerö
17279,2000,Enonkoski
20525,2000,Enontekiö
59073,2000,Espoo
27570,2000,Eura
30147,2000,Eurajoki
20213,2000,Evijärvi
38453,2000,Finström
25103,2000,Forssa
30291,2000,Föglö
24830,2000,Geta
22601,2000,Haapajärvi
23362,2000,Haapavesi
23524,2000,Hailuoto
17178,2000,Halsua
29152,2000,Hamina
34276,2000,Hammarland
17697,2000,Hankasalmi
33442,2000,Hanko
28487,2000,Harjavalta
15992,2000,Hartola
31954,2000,Hattula
30144,2000,Hausjärvi
27066,2000,Heinola
18142,2000,Heinävesi
37800,2000,Helsinki
14556,2000,Hirvensalmi
32971,2000,Hollola
21848,2000,Huittinen
21824,2000,Humppila
15692,2000,Hyrynsalmi
34788,2000,Hyvinkää
27618,2000,Hämeenkyrö
26807,2000,Hämeenlinna
24918,2000,Ii
24170,2000,Iisalmi
22977,2000,Iitti
23604,2000,Ikaalinen
25347,2000,Ilmajoki
17228,2000,Ilomantsi
27886,2000,Imatra
25491,2000,Inari
35868,2000,Ingå
15375,2000,Isojoki
22556,2000,Isokyrö
30113,2000,Janakkala
24471,2000,Joensuu
29669,2000,Jokioinen
43834,2000,Jomala
23680,2000,Joroinen
16476,2000,Joutsa
17548,2000,Juuka
23054,2000,Juupajoki
18278,2000,Juva
28443,2000,Jyväskylä
18892,2000,Jämijärvi
29211,2000,Jämsä
42388,2000,Järvenpää
39779,2000,Kaarina
15670,2000,Kaavi
27029,2000,Kajaani
24787,2000,Kalajoki
33866,2000,Kangasala
16139,2000,Kangasniemi
23243,2000,Kankaanpää
15136,2000,Kannonkoski
27426,2000,Kannus
16460,2000,Karijoki
29533,2000,Karkkila
20076,2000,Karstula
15165,2000,Karvia
37757,2000,Kaskinen
20838,2000,Kauhajoki
23621,2000,Kauhava
102036,2000,Kauniainen
24784,2000,Kaustinen
19745,2000,Keitele
24661,2000,Kemi
25206,2000,Kemijärvi
32087,2000,Keminmaa
23371,2000,Kimitoön
43728,2000,Kempele
43103,2000,Kerava
23257,2000,Keuruu
20899,2000,Kihniö
17044,2000,Kinnula
51616,2000,Kirkkonummi
21030,2000,Kitee
20715,2000,Kittilä
15901,2000,Kiuruvesi
14547,2000,Kivijärvi
23259,2000,Kokemäki
28521,2000,Kokkola
19800,2000,Kolari
20471,2000,Konnevesi
31586,2000,Kontiolahti
20023,2000,Korsnäs
20290,2000,Koski Tl
27184,2000,Kotka
28398,2000,Kouvola
23680,2000,Kristinestad
26473,2000,Kronoby
19187,2000,Kuhmo
15522,2000,Kuhmoinen
26073,2000,Kumlinge
25734,2000,Kuopio
21592,2000,Kuortane
22724,2000,Kurikka
20861,2000,Kustavi
24008,2000,Kuusamo
20643,2000,Kyyjärvi
27588,2000,Kärkölä
19780,2000,Kärsämäki
29207,2000,Kökar
26334,2000,Lahti
29531,2000,Laihia
25370,2000,Laitila
18991,2000,Lapinjärvi
19846,2000,Lapinlahti
19976,2000,Lappajärvi
27056,2000,Lappeenranta
25679,2000,Lapua
29544,2000,Laukaa
25712,2000,Lemi
45717,2000,Lemland
36854,2000,Lempäälä
22407,2000,Leppävirta
16209,2000,Lestijärvi
19016,2000,Lieksa
38348,2000,Lieto
33541,2000,Liminka
22893,2000,Liperi
36051,2000,Lohja
22379,2000,Loimaa
27011,2000,Loppi
26596,2000,Loviisa
13155,2000,Luhanka
22996,2000,Lumijoki
38473,2000,Lumparland
37265,2000,Larsmo
20055,2000,Luumäki
24093,2000,Malax
39107,2000,Mariehamn
22418,2000,Marttila
40492,2000,Masku
20940,2000,Merijärvi
20026,2000,Merikarvia
15878,2000,Miehikkälä
24763,2000,Mikkeli
28365,2000,Muhos
16229,2000,Multia
24321,2000,Muonio
35522,2000,Korsholm
36387,2000,Muurame
27358,2000,Mynämäki
21414,2000,Myrskylä
34063,2000,Mäntsälä
26792,2000,Mänttä-Vilppula
19037,2000,Mäntyharju
35377,2000,Naantali
27458,2000,Nakkila
22835,2000,Nivala
33703,2000,Nokia
34098,2000,Nousiainen
16300,2000,Nurmes
47158,2000,Nurmijärvi
21748,2000,Närpes
24785,2000,Orimattila
19821,2000,Oripää
22120,2000,Orivesi
26343,2000,Oulainen
34102,2000,Oulu
19311,2000,Outokumpu
20009,2000,Padasjoki
35710,2000,Paimio
19383,2000,Paltamo
31296,2000,Pargas
16387,2000,Parikkala
24225,2000,Parkano
31843,2000,Pedersöre
21504,2000,Pelkosenniemi
20076,2000,Pello
21147,2000,Perho
14242,2000,Pertunmaa
21634,2000,Petäjävesi
21904,2000,Pieksämäki
14743,2000,Pielavesi
31523,2000,Jakobstad
17462,2000,Pihtipudas
40890,2000,Pirkkala
14840,2000,Polvijärvi
19409,2000,Pomarkku
25395,2000,Pori
40439,2000,Pornainen
37442,2000,Porvoo
18405,2000,Posio
19005,2000,Pudasjärvi
23417,2000,Pukkila
16942,2000,Punkalaidun
17052,2000,Puolanka
16113,2000,Puumala
30197,2000,Pyhtää
27339,2000,Pyhäjoki
20591,2000,Pyhäjärvi
25407,2000,Pyhäntä
31044,2000,Pyhäranta
23311,2000,Pälkäne
23507,2000,Pöytyä
33879,2000,Raahe
28662,2000,Raseborg
34601,2000,Raisio
17289,2000,Rantasalmi
18839,2000,Ranua
29703,2000,Rauma
15895,2000,Rautalampi
13781,2000,Rautavaara
25679,2000,Rautjärvi
19517,2000,Reisjärvi
30780,2000,Riihimäki
15846,2000,Ristijärvi
26199,2000,Rovaniemi
27477,2000,Ruokolahti
21425,2000,Ruovesi
39183,2000,Rusko
13433,2000,Rääkkylä
20927,2000,Saarijärvi
17830,2000,Salla
35994,2000,Salo
34892,2000,Saltvik
23078,2000,Sastamala
23556,2000,Sauvo
19297,2000,Savitaipale
22591,2000,Savonlinna
18163,2000,Savukoski
29280,2000,Seinäjoki
24375,2000,Sievi
17052,2000,Siikainen
23579,2000,Siikajoki
18402,2000,Siikalatva
33065,2000,Siilinjärvi
25787,2000,Simo
45174,2000,Sipoo
43702,2000,Siuntio
22503,2000,Sodankylä
17706,2000,Soini
21291,2000,Somero
18317,2000,Sonkajärvi
23030,2000,Sotkamo
25228,2000,Sottunga
16646,2000,Sulkava
34564,2000,Sund
18964,2000,Suomussalmi
18465,2000,Suonenjoki
15559,2000,Sysmä
28213,2000,Säkylä
32568,2000,Taipalsaari
20335,2000,Taivalkoski
20440,2000,Taivassalo
26377,2000,Tammela
29585,2000,Tampere
14696,2000,Tervo
19126,2000,Tervola
21841,2000,Teuva
16301,2000,Tohmajärvi
21781,2000,Toholampi
20715,2000,Toivakka
29611,2000,Tornio
26470,2000,Turku
14925,2000,Tuusniemi
46198,2000,Tuusula
27866,2000,Tyrnävä
31807,2000,Ulvila
20145,2000,Urjala
19214,2000,Utajärvi
26193,2000,Utsjoki
24132,2000,Uurainen
24701,2000,Nykarleby
29265,2000,Uusikaupunki
18022,2000,Vaala
30230,2000,Vaasa
31820,2000,Valkeakoski
42842,2000,Vantaa
27175,2000,Varkaus
20469,2000,Vehmaa
14284,2000,Vesanto
27027,2000,Vesilahti
22170,2000,Veteli
18737,2000,Vieremä
43148,2000,Vihti
18829,2000,Viitasaari
24999,2000,Vimpeli
21735,2000,Virolahti
19818,2000,Virrat
29559,2000,Vårdö
22971,2000,Vörå
19227,2000,Ylitornio
27717,2000,Ylivieska
36279,2000,Ylöjärvi
22639,2000,Ypäjä
24425,2000,Ähtäri
28290,2000,Äänekoski
42066,2000,MK01 Uusimaa
29676,2000,MK02 Southwest Finland
26287,2000,MK04 Satakunta
27904,2000,MK05 Kanta-Häme
29278,2000,MK06 Pirkanmaa
26234,2000,MK07 Päijät-Häme
27850,2000,MK08 Kymenlaakso
26351,2000,MK09 South Karelia
21917,2000,MK10 South Savo
23929,2000,MK11 North Savo
21743,2000,MK12 North Karelia
26380,2000,MK13 Central Finland
24425,2000,MK14 South Ostrobothnia
29317,2000,MK15 Ostrobothnia
26820,2000,MK16 Central Ostrobothnia
29862,2000,MK17 North Ostrobothnia
23024,2000,MK18 Kainuu
24855,2000,MK19 Lapland
37783,2000,MK21 Åland
35203,2000,HVA01 East Uusimaa wellbeing services county
40962,2000,HVA02 Central Uusimaa wellbeing services county
51296,2000,HVA03 West Uusimaa wellbeing services county
42880,2000,HVA04 Vantaa and Kerava wellbeing services county
29676,2000,HVA05 Southwest Finland wellbeing services county
26287,2000,HVA06 Satakunta wellbeing services county
27904,2000,HVA06 Kanta-Häme wellbeing services county
29278,2000,HVA08 Pirkanmaa wellbeing services county
26234,2000,HVA09 Päijät-Häme wellbeing services county
27850,2000,HVA10 Kymenlaakso wellbeing services county
26351,2000,HVA11 South Karelia wellbeing services county
21917,2000,HVA12 South Savo wellbeing services county
23929,2000,HVA13 North Savo wellbeing services county
21743,2000,HVA14 North Karelia wellbeing services county
26380,2000,HVA15 Central Finland wellbeing services county
24425,2000,HVA16 South Ostrobothnia wellbeing services county
29317,2000,HVA17 Ostrobothnia wellbeing services county
26820,2000,HVA18 Central Ostrobothnia wellbeing services county
29862,2000,HVA19 North Ostrobothnia wellbeing services county
23024,2000,HVA20 Kainuu wellbeing services county
24855,2000,HVA21 Lapland wellbeing services county
37800,2000,HVA90 City of Helsinki
37783,2000,HVA91 Åland
42918,2000,SK011 Helsinki
30557,2000,SK014 Raasepori
36171,2000,SK015 Porvoo
25437,2000,SK016 Loviisa
28577,2000,SK021 Åboland-Turunmaa
33730,2000,SK022 Salo
29939,2000,SK023 Turku
26983,2000,SK024 Vakka-Suomi
23204,2000,SK025 Loimaa
29214,2000,SK041 Rauma
25594,2000,SK043 Pori
21192,2000,SK044 Pohjois-Satakunta
27842,2000,SK051 Hämeenlinna
30040,2000,SK052 Riihimäki
25563,2000,SK053 Forssa
23532,2000,SK061 Luoteis-Pirkanmaa
28369,2000,SK063 Etelä-Pirkanmaa
30760,2000,SK064 Tampere
22297,2000,SK068 Lounais-Pirkanmaa
23531,2000,SK069 Ylä-Pirkanmaa
26234,2000,SK071 Lahti
28398,2000,SK081 Kouvola
27293,2000,SK082 Kotka-Hamina
26490,2000,SK091 Lappeenranta
26101,2000,SK093 Imatra
22513,2000,SK101 Mikkeli
21533,2000,SK103 Savonlinna
20995,2000,SK105 Pieksämäki
20190,2000,SK111 Ylä-Savo
26711,2000,SK112 Kuopio
14944,2000,SK113 Koillis-Savo
25518,2000,SK114 Varkaus
16754,2000,SK115 Sisä-Savo
23168,2000,SK122 Joensuu
18686,2000,SK124 Keski-Karjala
17818,2000,SK125 Pielisen Karjala
28183,2000,SK131 Jyväskylä
16028,2000,SK132 Joutsa
22204,2000,SK133 Keuruu
29211,2000,SK134 Jämsä
27301,2000,SK135 Äänekoski
19104,2000,SK138 Saarijärvi-Viitasaari
20177,2000,SK141 Suupohja
26187,2000,SK142 Seinäjoki
22608,2000,SK144 Kuusiokunnat
21398,2000,SK146 Järviseutu
29945,2000,SK152 Vaasa
23941,2000,SK153 Sydösterbotten
30185,2000,SK154 Jakobstadsregionen
21760,2000,SK161 Kaustinen
28396,2000,SK162 Kokkola
34127,2000,SK171 Oulu
20782,2000,SK173 Oulunkaari
31651,2000,SK174 Raahe
21379,2000,SK175 Haapavesi-Siikalatva
21658,2000,SK176 Nivala-Haapajärvi
25608,2000,SK177 Ylivieska
23212,2000,SK178 Koillismaa
18419,2000,SK181 Kehys-Kainuu
25358,2000,SK182 Kajaani
25715,2000,SK191 Rovaniemi
27032,2000,SK192 Kemi-Tornio
19625,2000,SK193 Torniolaakso
21679,2000,SK194 Itä-Lappi
21033,2000,SK196 Tunturi-Lappi
23938,2000,SK197 Pohjois-Lappi
39107,2000,SK211 Mariehamns stad
38227,2000,SK212 Ålands landsbygd
29189,2000,SK213 Ålands skärgård
27942,2001,Akaa
22270,2001,Alajärvi
21353,2001,Alavieska
22031,2001,Alavus
25653,2001,Asikkala
35630,2001,Askola
32576,2001,Aura
31523,2001,Brändö
29990,2001,Eckerö
17424,2001,Enonkoski
20564,2001,Enontekiö
56960,2001,Espoo
28141,2001,Eura
30939,2001,Eurajoki
20778,2001,Evijärvi
37863,2001,Finström
25953,2001,Forssa
30550,2001,Föglö
26872,2001,Geta
22865,2001,Haapajärvi
24416,2001,Haapavesi
22787,2001,Hailuoto
18361,2001,Halsua
29641,2001,Hamina
34207,2001,Hammarland
17845,2001,Hankasalmi
33930,2001,Hanko
28671,2001,Harjavalta
16696,2001,Hartola
33137,2001,Hattula
31715,2001,Hausjärvi
27152,2001,Heinola
18648,2001,Heinävesi
38144,2001,Helsinki
14569,2001,Hirvensalmi
33655,2001,Hollola
21523,2001,Huittinen
22943,2001,Humppila
15961,2001,Hyrynsalmi
35487,2001,Hyvinkää
27854,2001,Hämeenkyrö
27404,2001,Hämeenlinna
25712,2001,Ii
24400,2001,Iisalmi
23206,2001,Iitti
23647,2001,Ikaalinen
26237,2001,Ilmajoki
16677,2001,Ilomantsi
28470,2001,Imatra
25240,2001,Inari
37888,2001,Ingå
16202,2001,Isojoki
23246,2001,Isokyrö
30877,2001,Janakkala
24636,2001,Joensuu
30762,2001,Jokioinen
44031,2001,Jomala
24154,2001,Joroinen
16694,2001,Joutsa
18117,2001,Juuka
22677,2001,Juupajoki
19013,2001,Juva
29152,2001,Jyväskylä
19992,2001,Jämijärvi
30146,2001,Jämsä
43700,2001,Järvenpää
40494,2001,Kaarina
16082,2001,Kaavi
27465,2001,Kajaani
25485,2001,Kalajoki
35078,2001,Kangasala
16487,2001,Kangasniemi
23983,2001,Kankaanpää
15614,2001,Kannonkoski
27772,2001,Kannus
17416,2001,Karijoki
30177,2001,Karkkila
20292,2001,Karstula
16408,2001,Karvia
37024,2001,Kaskinen
21746,2001,Kauhajoki
24536,2001,Kauhava
85131,2001,Kauniainen
25622,2001,Kaustinen
20202,2001,Keitele
25309,2001,Kemi
24490,2001,Kemijärvi
32781,2001,Keminmaa
23859,2001,Kimitoön
43494,2001,Kempele
43872,2001,Kerava
23536,2001,Keuruu
21060,2001,Kihniö
17514,2001,Kinnula
52720,2001,Kirkkonummi
21231,2001,Kitee
21253,2001,Kittilä
16157,2001,Kiuruvesi
14445,2001,Kivijärvi
24212,2001,Kokemäki
29151,2001,Kokkola
20348,2001,Kolari
20731,2001,Konnevesi
32175,2001,Kontiolahti
21016,2001,Korsnäs
20181,2001,Koski Tl
27911,2001,Kotka
29386,2001,Kouvola
24184,2001,Kristinestad
27198,2001,Kronoby
19248,2001,Kuhmo
16078,2001,Kuhmoinen
30109,2001,Kumlinge
26161,2001,Kuopio
21691,2001,Kuortane
23073,2001,Kurikka
22475,2001,Kustavi
24555,2001,Kuusamo
19931,2001,Kyyjärvi
27663,2001,Kärkölä
20066,2001,Kärsämäki
28135,2001,Kökar
26878,2001,Lahti
30660,2001,Laihia
25938,2001,Laitila
19979,2001,Lapinjärvi
19914,2001,Lapinlahti
20121,2001,Lappajärvi
27875,2001,Lappeenranta
26501,2001,Lapua
30479,2001,Laukaa
26396,2001,Lemi
46435,2001,Lemland
37899,2001,Lempäälä
23347,2001,Leppävirta
16671,2001,Lestijärvi
19234,2001,Lieksa
39591,2001,Lieto
33600,2001,Liminka
23244,2001,Liperi
36757,2001,Lohja
22939,2001,Loimaa
27671,2001,Loppi
27524,2001,Loviisa
13749,2001,Luhanka
23060,2001,Lumijoki
39608,2001,Lumparland
39032,2001,Larsmo
20646,2001,Luumäki
24733,2001,Malax
39925,2001,Mariehamn
23036,2001,Marttila
41019,2001,Masku
21677,2001,Merijärvi
20744,2001,Merikarvia
17122,2001,Miehikkälä
25292,2001,Mikkeli
28420,2001,Muhos
16863,2001,Multia
25181,2001,Muonio
36701,2001,Korsholm
37526,2001,Muurame
28276,2001,Mynämäki
22508,2001,Myrskylä
34893,2001,Mäntsälä
26885,2001,Mänttä-Vilppula
19800,2001,Mäntyharju
35904,2001,Naantali
28074,2001,Nakkila
23704,2001,Nivala
34806,2001,Nokia
35134,2001,Nousiainen
16376,2001,Nurmes
47617,2001,Nurmijärvi
22652,2001,Närpes
25587,2001,Orimattila
20474,2001,Oripää
22950,2001,Orivesi
26560,2001,Oulainen
34085,2001,Oulu
19835,2001,Outokumpu
20080,2001,Padasjoki
36088,2001,Paimio
19318,2001,Paltamo
31924,2001,Pargas
17150,2001,Parikkala
24443,2001,Parkano
33431,2001,Pedersöre
20636,2001,Pelkosenniemi
20599,2001,Pello
21664,2001,Perho
14578,2001,Pertunmaa
21845,2001,Petäjävesi
22138,2001,Pieksämäki
15284,2001,Pielavesi
32279,2001,Jakobstad
17870,2001,Pihtipudas
42334,2001,Pirkkala
15211,2001,Polvijärvi
20539,2001,Pomarkku
26205,2001,Pori
41126,2001,Pornainen
38481,2001,Porvoo
18520,2001,Posio
19587,2001,Pudasjärvi
25514,2001,Pukkila
16999,2001,Punkalaidun
16631,2001,Puolanka
16526,2001,Puumala
31026,2001,Pyhtää
27977,2001,Pyhäjoki
20647,2001,Pyhäjärvi
25103,2001,Pyhäntä
32194,2001,Pyhäranta
23316,2001,Pälkäne
24196,2001,Pöytyä
34199,2001,Raahe
29277,2001,Raseborg
35210,2001,Raisio
17704,2001,Rantasalmi
19209,2001,Ranua
30956,2001,Rauma
15978,2001,Rautalampi
13853,2001,Rautavaara
25966,2001,Rautjärvi
20161,2001,Reisjärvi
31444,2001,Riihimäki
15949,2001,Ristijärvi
26588,2001,Rovaniemi
27915,2001,Ruokolahti
21704,2001,Ruovesi
40905,2001,Rusko
13997,2001,Rääkkylä
21238,2001,Saarijärvi
17601,2001,Salla
32673,2001,Salo
35283,2001,Saltvik
23584,2001,Sastamala
24592,2001,Sauvo
20138,2001,Savitaipale
23336,2001,Savonlinna
17565,2001,Savukoski
29691,2001,Seinäjoki
25223,2001,Sievi
17909,2001,Siikainen
23659,2001,Siikajoki
18970,2001,Siikalatva
33586,2001,Siilinjärvi
26472,2001,Simo
44174,2001,Sipoo
45477,2001,Siuntio
22518,2001,Sodankylä
17355,2001,Soini
21747,2001,Somero
18173,2001,Sonkajärvi
23323,2001,Sotkamo
29171,2001,Sottunga
16988,2001,Sulkava
33995,2001,Sund
18874,2001,Suomussalmi
19021,2001,Suonenjoki
15929,2001,Sysmä
28788,2001,Säkylä
33559,2001,Taipalsaari
21012,2001,Taivalkoski
