municipality,year,depression,involuntary_care,psychotic,Bankruptcies instigated, number of enterprises,bankruptcy_ratio,type_of_debt_x,mean_debt_euro_buisiness,income,Life_support,Pension benefits_excl_guaranteed_pension,Pension_support,Pensioner_housing_allowance,Special_care_allowance,School_travel_allowance,Rehabilitation,Rehabilitation_allowance,Child_benefit,Child_care_allowances,Special_support_for_immigrants,Student_loan_repayment,Student_loan_interest_subsidy,Student_loan_reduction,Study_support,Family_leave_allowance,Basic_income_support,Medical_benefits,Sickness_benefits,Military_allowance,Guaranteed_pension,Unemployment_insurance,Disability_benefits,Parental_allowance,Annual_holiday_expense_allowance,Temporary_power_support,General_housing_allowance,Maternity_allowance,type_of_debt_y,mean_debt_euro_housing,type_of_debt_x,mean_debt_euro_other,pop_rate,poverty_rate,type_of_debt_y,mean_debt_euro_study,type_of_debt,mean_debt_euro_total
Askola,2021,0.711996390060998,-0.412212708609409,-1.15951665394162,1,1,1,Loans charged on business activities or a source of income,8924,44405,61,478.3076923,4,72.46153846,7,48.09090909,36.23076923,6.625,505.3076923,63.92307692,0,4,4,7,76.23076923,15,47.69230769,1462.923077,91.53846154,8,68.07692308,150.2307692,156.6923077,45.30769231,15,5,85.84615385,10.375,Housing loans,55239,Other debts,18902,22.8,7.9,Study loans,.,Debts total,83064
Askola,2022,0.968235496519642,-1.01201287876899,-1.4330654969916,3,3,1,Loans charged on business activities or a source of income,7954,42462,61.76923077,463,4,65,5,60.83333333,43.38461538,7.923076923,495.6153846,67.53846154,0,5,4,7,61,9,42,1497.846154,137.0769231,4,64.76923077,127.9230769,163.1538462,46.46153846,10.5,5,78.07692308,9.333333333,Housing loans,51214,Other debts,15833,22.4,8.7,Study loans,.,Debts total,75001
Aura,2008,0.548497371026759,0.0634716878334898,-0.603861852173429,4,7,0.571428571428571,Loans charged on business activities or a source of income,4121,39132,59,0,4,0,5,167,78,45,520,125,0,4,4,7,121,12,34.75,3081,281,4,60.625,78,0,162,29,6,0,50,Housing loans,48333,Other debts,19316,40.5,11.2,Study loans,377,Debts total,72148
Aura,2009,0.32445472683479,0.0847148357411283,-0.372864169202981,2,4,0.5,Loans charged on business activities or a source of income,3244,38664,0,0,4,0,4,177,60,35,507,108,0,4,4,7,120,12,34.75,3108,260,5,60.625,104,0,130,23,6,0,46,Housing loans,51727,Other debts,20488,40.4,10.4,Study loans,406,Debts total,75865
Aura,2010,0.130831076014068,-0.11867612886534,-0.488045289005037,2,2,1,Loans charged on business activities or a source of income,3518,38680,0,0,4,0,4,164,61,31,513,111,0,4,4,4,126,12,34.75,3110,279,4,60.625,89,0,151,17,6,0,58,Housing loans,53664,Other debts,19888,41.2,10,Study loans,360,Debts total,77430
Aura,2011,0.330274428784604,0.117393180972197,-0.464440402185226,9,27,0.333333333333333,Loans charged on business activities or a source of income,3374,38980,0,0,4,0,4,158,73,38,524,109,0,4,4,4,127,12,34.75,3172,270,12,0,107,0,175,41,6,0,61,Housing loans,55420,Other debts,19749,41.8,10.4,Study loans,417,Debts total,78959
Aura,2012,0.412040746056713,-0.623104954119232,-0.275630778740331,4,21,0.19047619047619,Loans charged on business activities or a source of income,3014,39100,0,0,4,0,8,165,84,43,527,122,0,4,4,4,112,12,34.75,3144,262,12,0,109,0,156,36,6,0,48,Housing loans,54884,Other debts,19483,41.8,9.1,Study loans,353,Debts total,77734
Aura,2013,0.257617513725956,-0.52475509632989,-0.336818142673331,7,16,0.4375,Loans charged on business activities or a source of income,3657,37746,0,0,4,0,6,168,72,40,530,138,0,4,4,4,120,12,34.75,3161,250,5,0,132,0,134,24,6,0,45,Housing loans,54486,Other debts,18028,41.7,9.7,Study loans,358,Debts total,76529
Aura,2014,0.572838795608093,-0.298421663963328,-0.582702331057367,3,14,0.214285714285714,Loans charged on business activities or a source of income,3677,36951,0,0,4,0,5,162,73,47,515,125,0,4,4,5,124,12,34.75,3120,226,5,0,170,0,128,29,6,0,54,Housing loans,53160,Other debts,17750,41.9,9.2,Study loans,384,Debts total,74970
Aura,2015,0.138186734402216,-0.284397529181865,-0.528614434711266,2,2,1,Loans charged on business activities or a source of income,3665,37708,0,0,4,0,5,169,75,36,520,118,0,4,4,5,125,12,34.75,3152,219,5,0,174,0,166,20,6,0,53,Housing loans,53484,Other debts,17716,42,9.2,Study loans,.,Debts total,74866
Aura,2016,0.101550092672885,-0.621759056190604,-0.587025201514692,3,8,0.375,Loans charged on business activities or a source of income,3773,38087,0,0,4,0,5,180,69,32,512,128,0,4,4,5,109,12,34.75,2856,193,4,0,179,0,152,32,6,0,51,Housing loans,51684,Other debts,17631,41.9,8.8,Study loans,.,Debts total,73089
Aura,2017,0.093751956934163,-0.925922342546949,-0.692224192917431,3,9,0.333333333333333,Loans charged on business activities or a source of income,3523,38100,0,0,4,0,6,187,73,37,492,112,0,4,4,6,123,12,0,2834,224,4,0,170,0,145,28,6,0,41,Housing loans,50921,Other debts,17486,42,8.8,Study loans,.,Debts total,71931
Aura,2018,0.568534355086472,-0.300531423959427,-0.740931118283669,0,0,0,Loans charged on business activities or a source of income,3650,38952,69.15384615,374,4,90.38461538,6,108.3333333,40.84615385,9.461538462,469.6923077,63.15384615,0,4,4,6,70.23076923,9.5,44.61538462,1336.307692,53.92307692,4,52.23076923,99.38461538,172.6153846,43.61538462,12.5,6,97.53846154,10.42857143,Housing loans,50520,Other debts,16352,41.9,9.1,Study loans,.,Debts total,70523
Aura,2019,0.869657414938984,-0.776358552739872,-0.598141241591198,3,9,0.333333333333333,Loans charged on business activities or a source of income,3517,39800,62.30769231,372.7692308,3,93.61538462,6,100.75,40.46153846,10.46153846,463.7692308,51.15384615,0,6,4,6,68.30769231,12.5,39.76923077,1344.615385,59.30769231,4,53.46153846,91.38461538,164.4615385,45.53846154,12.5,6,90.92307692,12.5,Housing loans,50613,Other debts,17306,41.5,8.7,Study loans,.,Debts total,71436
Aura,2020,1.35012075179371,-0.487557930251966,-0.773965659750151,4,5,0.8,Loans charged on business activities or a source of income,3561,39697,67.23076923,402.6153846,4,103.6153846,5,78.36363636,48.15384615,10.33333333,464.3076923,53.30769231,0,5.5,4,6,68.66666667,16,51.76923077,1320.846154,66,4,62.61538462,96.69230769,186.4615385,51.46153846,10.33333333,6,85.84615385,14.66666667,Housing loans,51225,Other debts,16971,41.7,8.3,Study loans,.,Debts total,71757
Aura,2021,1.62344759790072,-1.00345211393066,-0.627137803709153,4,7,0.571428571428571,Loans charged on business activities or a source of income,3316,39753,68.53846154,408.5384615,4,98.84615385,5,72.66666667,55.69230769,13.30769231,466.5384615,52.15384615,0,5.5,4,6,80.36363636,9.333333333,42.92307692,1364.153846,78.23076923,4,64.69230769,95.30769231,197.6153846,56.15384615,11.25,6,78.07692308,13.6,Housing loans,49217,Other debts,16326,41.6,8.6,Study loans,.,Debts total,68859
Aura,2022,1.67610687627289,-0.961840223344675,-0.674130353303692,8,15,0.533333333333333,Loans charged on business activities or a source of income,2951,38613,66.76923077,404.0769231,4,98.38461538,4,93.91666667,53.69230769,13.69230769,455.9230769,53.61538462,0,5.5,4,6,74.16666667,8.4,45.15384615,1418.692308,112.6923077,0,63.69230769,68.30769231,193.6153846,57,13.66666667,6,82.92307692,12.25,Housing loans,45592,Other debts,14622,41.7,9.3,Study loans,.,Debts total,63164
Enonkoski,2008,-1.10893791618004,0.036394562789212,0.960297070350323,0,0,0,Loans charged on business activities or a source of income,5379,20952,6.875,0,0,0,4,46,21,11,144,21,0,4,4,6,56,5,0,1260,106,4,13.625,102,0,28,9,5,0,13,Housing loans,17645,Other debts,10526,5.4,19.6,Study loans,360,Debts total,33909
Enonkoski,2009,-1.48993934557916,-0.0348008175971404,1.16546622477147,0,0,0,Loans charged on business activities or a source of income,5386,20819,0,0,0,0,4,42,22,9,141,23,0,4,4,6,65,5,0,1256,99,4,13.625,86,0,28,9,5,0,14,Housing loans,18250,Other debts,10855,5.3,19.7,Study loans,352,Debts total,34843
Enonkoski,2010,-1.60657352126725,-0.713611421576787,0.735433647090534,0,0,0,Loans charged on business activities or a source of income,4489,21718,0,0,0,0,4,36,26,8,131,23,0,4,4,6,62,5,0,1285,83,4,13.625,79,0,36,4,5,0,16,Housing loans,19951,Other debts,11968,5.3,16.6,Study loans,365,Debts total,36773
Enonkoski,2011,-1.27383295159717,-0.947152657259058,0.549559381024675,0,0,0,Loans charged on business activities or a source of income,4232,20865,0,0,0,0,4,36,24,6,129,30,0,4,4,6,58,5,0,1233,69,4,0,66,0,35,9,5,0,12,Housing loans,19674,Other debts,12005,5.1,18.4,Study loans,370,Debts total,36280
Enonkoski,2012,-1.28886508893435,-0.912571670638581,0.614884747713648,0,0,0,Loans charged on business activities or a source of income,4299,20825,0,0,0,0,4,31,26,7,133,30,0,4,4,6,41,5,0,1220,78,4,0,71,0,39,6,5,0,18,Housing loans,19069,Other debts,12329,5,17.3,Study loans,394,Debts total,36090
Enonkoski,2013,-1.0935507233374,-0.763127905042583,0.451836357033557,1,5,0.2,Loans charged on business activities or a source of income,4695,21348,0,0,0,0,4,39,32,10,133,28,0,4,4,6,36,5,0,1230,77,4,0,83,0,33,7,5,0,12,Housing loans,19417,Other debts,12155,5,15.7,Study loans,398,Debts total,36665
Enonkoski,2014,-1.35494721412676,-0.912747600274827,0.520369731288757,0,0,0,Loans charged on business activities or a source of income,4114,21068,0,0,0,0,4,42,37,18,127,27,0,4,4,6,45,5,0,1227,83,4,0,75,0,25,9,5,0,6,Housing loans,19155,Other debts,12533,4.9,13.5,Study loans,362,Debts total,36164
Enonkoski,2015,-1.32316445539247,-0.745318407945431,0.264954007727112,1,2,0.5,Loans charged on business activities or a source of income,5026,20876,0,0,0,0,4,40,32,10,126,25,0,4,4,6,34,5,0,1190,66,4,0,69,0,26,9,5,0,11,Housing loans,20376,Other debts,12800,4.8,15.1,Study loans,.,Debts total,38202
Enonkoski,2016,-1.23245045020357,-0.197836013804922,0.566172875496721,0,0,0,Loans charged on business activities or a source of income,6045,21679,0,0,0,0,4,39,34,11,117,32,0,4,4,6,42,5,0,1063,68,4,0,78,0,36,8,5,0,10,Housing loans,21018,Other debts,13049,4.8,17,Study loans,.,Debts total,40112
Enonkoski,2017,-0.865175961120925,-0.0776484768349606,-0.0190160491312457,1,6,0.166666666666667,Loans charged on business activities or a source of income,5047,21353,0,0,0,0,4,38,28,6,105,25,0,4,4,6,38,5,0,1046,64,4,0,81,0,31,7,5,0,8,Housing loans,20561,Other debts,12948,4.6,16.5,Study loans,.,Debts total,38556
Enonkoski,2018,-1.01051844821336,-0.0797059550704484,0.239914974447461,0,0,0,Loans charged on business activities or a source of income,6165,21492,9.538461538,335,0,58.69230769,4,13.90909091,8.692307692,5.666666667,104.7692308,13.46153846,0,4,4,6,17,5,19.84615385,597.9230769,21,4,31.38461538,50.69230769,89.30769231,8.090909091,4,5,33.69230769,4,Housing loans,18871,Other debts,10527,4.6,16.3,Study loans,.,Debts total,35563
Enonkoski,2019,-0.433260044036055,-1.21013547783351,0.518274080587276,0,0,0,Loans charged on business activities or a source of income,6475,21624,8.615384615,322.2307692,0,54.92307692,4,10.09090909,8.076923077,4.333333333,102.8461538,12.61538462,0,4,4,6,18.72727273,5,18.38461538,576,20.15384615,4,30.84615385,45.69230769,88.61538462,8.454545455,4,5,34,8,Housing loans,17237,Other debts,12933,4.5,16.6,Study loans,.,Debts total,36645
Enonkoski,2020,0.191095079801401,-1.45447969193049,0.0891089971425285,0,0,0,Loans charged on business activities or a source of income,6367,20815,9.923076923,344.7692308,0,58.30769231,4,11.55555556,11.92307692,5.666666667,102.4615385,11.69230769,0,4,4,6,21.09090909,5,21.30769231,558.9230769,20.15384615,4,40.15384615,54.23076923,101.6923077,9.076923077,4,5,36.07692308,14,Housing loans,15960,Other debts,12475,4.5,17.5,Study loans,.,Debts total,34803
Enonkoski,2021,0.287332078551955,-1.73417745944969,0.643209461172201,1,1,1,Loans charged on business activities or a source of income,6467,21060,14,339.3076923,0,61.76923077,4,10.1,14.61538462,5.2,105.7692308,14.46153846,0,4,4,6,19.09090909,8,25.07692308,554.6923077,16.61538462,4,38.15384615,50.92307692,100.5384615,13.38461538,8,5,38.84615385,11,Housing loans,14742,Other debts,12144,4.5,17,Study loans,.,Debts total,33353
Enonkoski,2022,0.347938275773056,-2.07398287276042,-0.082802125288241,0,0,0,Loans charged on business activities or a source of income,4968,21420,12.30769231,324,0,57.46153846,4,13.4,16.46153846,5.666666667,104.3076923,15.07692308,0,4,4,6,20.81818182,6,25,551.6923077,31.15384615,4,35,44.53846154,100.1538462,12.15384615,7,5,39.76923077,9,Housing loans,15434,Other debts,12222,4.4,18.3,Study loans,.,Debts total,32625
Espoo,2008,0.0858037077521195,-0.175581229098662,-0.968190066165068,102,350,0.291428571428571,Loans charged on business activities or a source of income,2552,60468,13,0,0,0,120,266,3115,1947,31599,9370,0,5,150,6,15888,0,9.75,184364,12325,475,42.875,6992,0,9030,1656,5,0,3510,Housing loans,54381,Other debts,12196,773.7,8.8,Study loans,828,Debts total,69956
Espoo,2009,0.0138384226758208,-0.307197320643059,-1.08665198398121,134,555,0.241441441441441,Loans charged on business activities or a source of income,2987,59464,0,0,0,0,109,195,3015,1822,31999,9364,0,5,136,168,16221,0,9.75,186797,11868,431,42.875,7839,0,9162,1827,5,0,3474,Housing loans,57331,Other debts,12747,782.6,9.2,Study loans,821,Debts total,73887
Espoo,2010,-0.0315800403297374,-0.397823646790119,-1.22500672992694,103,361,0.285318559556787,Loans charged on business activities or a source of income,3118,59064,0,0,0,0,100,214,3069,1755,32203,9569,0,5,91,302,16798,0,9.75,189062,11259,455,42.875,8432,0,9418,1731,5,0,3553,Housing loans,59965,Other debts,12550,794.1,8.7,Study loans,839,Debts total,76471
Espoo,2011,0.0141760662030911,-0.46364524304252,-1.07911965814021,111,560,0.198214285714286,Loans charged on business activities or a source of income,2988,58792,0,0,0,0,111,247,3181,1682,32615,9776,0,5,70,363,16611,0,9.75,192955,11441,459,0,8797,0,9796,2012,5,0,3474,Housing loans,60683,Other debts,12768,808.6,8.6,Study loans,841,Debts total,77280
Espoo,2012,0.090492177791013,-0.662162184605532,-1.04980610158844,133,851,0.156286721504113,Loans charged on business activities or a source of income,3235,58172,0,0,0,0,107,292,3324,1619,33112,9951,0,5,94,448,16479,0,9.75,194486,11521,460,0,9595,0,9705,2053,5,0,3344,Housing loans,61224,Other debts,11848,822.6,8.5,Study loans,858,Debts total,77166
Espoo,2013,0.0294482642731501,-0.488106484974474,-1.07824616727574,150,880,0.170454545454545,Loans charged on business activities or a source of income,3526,57383,0,0,0,0,123,296,3560,1698,33479,10116,0,5,81,465,16458,0,9.75,196140,11068,452,0,11066,0,9722,1992,5,0,3516,Housing loans,60871,Other debts,11290,835.2,8.5,Study loans,892,Debts total,76579
Espoo,2014,0.126686746222388,-0.399342548704622,-1.24648751147077,129,528,0.244318181818182,Loans charged on business activities or a source of income,3903,56483,0,0,0,0,133,297,3944,1793,34014,10232,0,5,58,500,16765,0,9.75,198984,11205,364,0,12868,0,9803,2073,5,0,3459,Housing loans,60638,Other debts,11146,850.6,8.5,Study loans,965,Debts total,76651
Espoo,2015,0.168650810987526,-0.779131190296449,-1.20266460257061,121,644,0.187888198757764,Loans charged on business activities or a source of income,4226,57510,0,0,0,0,150,270,4218,1626,34596,10286,0,5,41,524,17278,0,9.75,198876,11048,362,0,14462,0,10016,2106,5,0,3316,Housing loans,61918,Other debts,12861,864.1,8.3,Study loans,.,Debts total,79005
Espoo,2016,0.0662960803523661,-0.7237705790256,-1.19284616759164,91,335,0.271641791044776,Loans charged on business activities or a source of income,4462,57422,0,0,0,0,172,282,4295,1293,34980,10154,0,4,38,613,17350,0,9.75,183215,10389,401,0,15708,0,9565,1964,5,0,3239,Housing loans,62845,Other debts,13957,879.3,8.7,Study loans,.,Debts total,81264
Espoo,2017,0.398494667716416,-0.174410773627364,-1.31845091656619,90,381,0.236220472440945,Loans charged on business activities or a source of income,4535,57442,0,0,0,0,153,375,4452,1024,35347,10262,0,75,28,651,17224,503,0,180119,10999,403,0,16448,0,9266,2149,5,0,3084,Housing loans,63570,Other debts,14630,893.5,8.8,Study loans,.,Debts total,82735
Espoo,2018,0.808375865977662,-0.160691380442684,-1.18438296302061,129,582,0.221649484536082,Loans charged on business activities or a source of income,5380,57910,3064.153846,11273.76923,102.4166667,5471.615385,37.46153846,169.5384615,2705.461538,380.9230769,34021.61538,6501,0,147.3333333,8.857142857,167.2,10236.46154,202.3076923,7613.384615,78965.84615,2797.615385,209,2776.846154,10787.30769,6455.076923,3487.384615,285.3846154,5,16985.15385,451.5384615,Housing loans,63832,Other debts,14110,908.1,9.2,Study loans,.,Debts total,83322
Espoo,2019,1.25470929220019,0.132744914388213,-1.1491511950354,114,599,0.190317195325543,Loans charged on business activities or a source of income,5354,58199,3038.692308,11300.84615,99.07692308,5603,38.69230769,187.0769231,3047.769231,447.7692308,34453.53846,6357.846154,0,150.3333333,11.25,86.25,10710.30769,196,7281.538462,80428.92308,2848.538462,184.3076923,2883.769231,10865.53846,6497.692308,3342.153846,286.6923077,5,17452.15385,459.4615385,Housing loans,64520,Other debts,14813,927.7,9.6,Study loans,.,Debts total,84687
Espoo,2020,1.38647855114023,0.108127807402417,-1.07643772559669,99,442,0.223981900452489,Loans charged on business activities or a source of income,4968,57045,3293.769231,12398.38462,148.3076923,5895.538462,37.15384615,94.30769231,3412.769231,497.6153846,34808.53846,6193.846154,0,157.0769231,15.8,69.33333333,11281.84615,213.0769231,9098.846154,77958.53846,3061.153846,205.0769231,3439.615385,13932.92308,7312.307692,3470.846154,287.7692308,5,18634.30769,511.6153846,Housing loans,67700,Other debts,16405,937.5,8.9,Study loans,.,Debts total,89073
Espoo,2021,1.59841904947943,0.0253316679021349,-1.31439173684897,118,450,0.262222222222222,Loans charged on business activities or a source of income,5240,58061,3257,12443.69231,99.84615385,6045.307692,30.15384615,531.3076923,3705.384615,577,35066.38462,5690.461538,0,224.2727273,9.25,27.4,12013.38462,228,8764.461538,81161.15385,3601.538462,205.3076923,3561.615385,13610,7316.846154,3595.307692,298.3846154,5,19445.23077,494.9230769,Housing loans,70631,Other debts,16897,951.3,9.8,Study loans,.,Debts total,92768
Espoo,2022,1.6184733746543,0.209410085519538,-1.31590714639516,142,421,0.33729216152019,Loans charged on business activities or a source of income,5303,56557,3122.615385,12426.38462,55.69230769,6046.538462,32.15384615,1604.153846,3972.461538,635.3846154,35390.38462,5163,0,193.9230769,19.6,13.5,12176.07692,203.9230769,8271.384615,85644.23077,4757.230769,195.7692308,3667.230769,11578.30769,7547.692308,3656.692308,330.5384615,5,19146.84615,478.3846154,Housing loans,66553,Other debts,15524,977.3,10.2,Study loans,.,Debts total,87380
