Municipality,Year,"Entitled to special refunds on medicines for psychosis, as % of total population","Hospital care for mental disorders, recipients aged 0-17 per 1000 persons of the same age","Hospital care for mental disorders, recipients aged 18-24 per 1000 persons of the same age",Mental health outpatient visits of adults per 1000 persons aged 18 and over,Mental health visits in primary health care per 1000 inhabitants,Outpatient visits in specialities of psychiatry per 1000 inhabitants,"Psychiatric inpatient care, care days per 1000 inhabitants","Psychiatric inpatient care, patients per 1000 inhabitants","Psychiatric inpatient care, periods of care per 1000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (24-hour assistance) per 10000 inhabitants","Psychiatric rehabilitation homes, clients on 31 Dec (part-time assistance) per 10000 inhabitants","Rahabilitative psychotherapy, recipients aged 16-24 per 1000 persons of same age","Recipients of a disability pension due to mental and behavioural disorders aged 16-24, % of total population of the same age ","Recipients of a disability pension due to mental and behavioural disorders aged 25-64, as % of total population of the same age ","Rehabilitative psychotherapy, recipients aged 25-64 per 1000 persons of same age","Reimbursement for depression medicines in those aged 65 and over, as % of total population of same age","Reimbursements for depression medicines, recipients aged 0-17, as % of total population of the same age","Reimbursements for depression medicines, recipients aged 18-64 per 1000 persons of same age","Sickness allowance for mental health reasons, recipients aged 25-64 per 1000 persons of same age"
Aura,2014,1.4,8.1,0.0,464.8,221.0,250.9,80.6,3.5,4.8,13.0,0.0,20.2,1.2,2.9,4.3,11.5,1.0,86.1,21.9
Aura,2015,1.5,5.0,0.0,502.8,176.0,328.9,70.5,3.8,4.3,13.0,0.0,20.2,1.2,3.0,4.8,9.4,0.9,82.2,15.8
Aura,2016,1.5,6.4,0.0,455.9,206.0,247.5,66.8,2.5,3.3,13.0,0.0,20.2,1.2,2.7,4.3,9.0,0.9,73.3,18.8
Aura,2017,1.4,6.4,0.0,389.8,207.0,195.7,39.6,3.0,3.0,13.0,0.0,20.2,1.3,2.7,4.8,8.3,0.6,72.1,18.9
Aura,2018,1.4,6.4,0.0,586.6,227.0,401.4,72.3,4.3,6.0,13.0,0.0,20.2,1.3,2.6,7.7,9.6,0.6,74.3,21.2
Aura,2019,1.5,6.6,0.0,441.0,188.0,289.3,42.1,2.8,4.3,13.0,0.0,20.2,1.3,2.6,8.2,10.2,1.4,80.0,21.8
Aura,2020,1.4,6.6,0.0,419.7,172.0,291.0,139.2,4.5,6.6,13.0,0.0,20.2,1.3,2.3,8.9,10.7,1.8,76.7,29.1
Aura,2021,1.5,6.6,0.0,351.2,157.0,260.4,56.1,2.0,7.6,13.0,0.0,16.3,2.0,2.5,9.0,10.0,1.5,93.0,30.9
Aura,2022,1.5,6.6,0.0,376.5,168.0,249.2,106.2,3.0,7.6,13.0,0.0,15.7,1.6,2.6,8.1,10.8,1.3,94.3,32.9
Aura,2023,1.5,6.6,0.0,411.9,171.0,249.2,106.2,3.0,7.6,13.0,0.0,15.2,1.5,2.5,8.6,9.2,1.7,95.6,35.5
Brändö,2000,1.4,0.0,0.0,2.5,0.0,2.0,21.4,13.9,1.9,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,47.1,18.9
Brändö,2001,1.6,0.0,0.0,2.5,0.0,2.0,762.5,13.9,4.0,0.0,0.0,0.0,0.0,2.0,0.0,13.3,0.0,65.0,18.9
Brändö,2002,1.6,0.0,0.0,23.0,0.0,17.9,1629.5,13.9,17.9,0.0,0.0,0.0,0.0,2.0,0.0,17.8,0.0,69.6,18.9
Brändö,2003,1.3,0.0,0.0,0.0,0.0,0.0,1518.4,15.5,23.3,0.0,0.0,0.0,0.0,2.6,0.0,20.2,0.0,68.5,18.9
Brändö,2004,1.6,0.0,0.0,7.4,0.0,5.8,1065.9,13.6,23.3,0.0,0.0,0.0,0.0,2.3,0.0,24.0,0.0,67.1,18.9
Brändö,2005,1.7,0.0,0.0,2.4,0.0,1.9,549.1,9.6,25.0,0.0,0.0,0.0,0.0,1.5,0.0,19.8,0.0,79.6,18.9
Brändö,2006,1.5,0.0,0.0,7.1,0.0,5.8,205.8,9.6,11.5,0.0,0.0,0.0,0.0,1.5,0.0,21.0,0.0,64.4,41.4
Brändö,2007,1.4,0.0,0.0,117.6,0.0,148.6,62.7,12.0,11.8,0.0,0.0,0.0,0.0,1.6,0.0,23.5,0.0,58.4,19.6
Brändö,2008,1.4,0.0,0.0,117.6,0.0,148.6,102.3,12.0,5.8,0.0,0.0,0.0,0.0,1.5,0.0,23.0,0.0,70.5,19.6
Brändö,2009,1.6,0.0,0.0,155.5,0.0,164.7,178.7,12.0,16.1,0.0,0.0,0.0,0.0,1.6,0.0,21.7,0.0,61.2,19.6
Brändö,2010,1.7,0.0,0.0,137.7,0.0,123.0,188.5,14.9,10.2,0.0,0.0,0.0,0.0,2.1,0.0,15.9,0.0,60.1,24.6
Brändö,2011,1.7,0.0,0.0,111.1,6.0,106.3,33.3,14.9,4.2,0.0,0.0,0.0,0.0,2.0,0.0,16.8,0.0,59.4,24.6
Brändö,2012,1.5,0.0,0.0,138.7,6.0,115.5,256.3,14.9,12.6,0.0,0.0,0.0,0.0,2.1,0.0,14.8,0.0,72.5,24.6
Brändö,2013,1.7,0.0,0.0,17.0,0.0,18.9,138.9,14.9,10.5,0.0,0.0,0.0,0.0,1.7,0.0,14.3,0.0,74.1,24.6
Brändö,2014,1.7,0.0,0.0,99.0,0.0,86.5,54.9,14.9,6.3,0.0,0.0,0.0,0.0,2.5,0.0,11.5,0.0,77.2,24.6
Brändö,2015,1.3,0.0,0.0,7.3,0.0,6.4,197.9,14.9,19.1,0.0,0.0,0.0,0.0,1.7,0.0,13.9,0.0,67.9,34.8
Brändö,2016,1.7,0.0,0.0,262.8,0.0,242.0,104.0,0.0,6.4,0.0,0.0,0.0,0.0,1.7,0.0,10.1,0.0,70.0,34.8
Brändö,2017,1.8,0.0,0.0,229.8,0.0,212.4,39.8,0.0,4.4,0.0,0.0,0.0,0.0,1.8,0.0,13.4,0.0,60.7,36.2
Brändö,2018,1.3,0.0,0.0,240.5,0.0,325.2,11.1,0.0,2.2,0.0,0.0,0.0,0.0,1.8,0.0,10.7,0.0,61.5,36.2
Brändö,2019,1.4,0.0,0.0,121.2,13.0,357.3,22.5,0.0,4.5,0.0,0.0,0.0,0.0,1.8,0.0,10.5,0.0,37.2,41.5
Brändö,2020,1.3,0.0,0.0,100.8,60.0,296.2,24.5,0.0,2.2,0.0,0.0,0.0,0.0,1.8,0.0,9.7,0.0,52.2,41.5
Brändö,2021,1.3,0.0,0.0,367.8,60.0,316.3,24.5,0.0,2.2,0.0,0.0,0.0,0.0,1.8,0.0,9.3,0.0,44.9,41.5
Brändö,2022,1.3,0.0,0.0,240.5,80.0,20.0,33.3,0.0,2.2,0.0,0.0,0.0,0.0,1.8,0.0,14.3,0.0,38.1,41.5
Brändö,2023,0.9,0.0,0.0,161.9,9.0,20.0,33.3,0.0,2.2,0.0,0.0,0.0,0.0,1.8,0.0,13.1,0.0,66.1,41.5
Eckerö,2000,0.7,0.0,0.0,3.1,0.0,2.4,31.0,0.0,3.4,0.0,0.0,0.0,0.0,0.9,0.0,9.4,2.6,23.2,23.3
Eckerö,2001,0.7,0.0,0.0,0.0,0.0,0.0,31.0,5.4,3.4,0.0,0.0,0.0,0.0,0.9,0.0,10.4,2.6,28.5,23.3
Eckerö,2002,0.8,0.0,0.0,0.0,0.0,0.0,123.3,5.4,3.4,0.0,0.0,0.0,0.0,1.5,0.0,11.0,2.6,23.1,23.3
Eckerö,2003,0.8,0.0,0.0,0.0,0.0,0.0,29.1,5.4,4.5,0.0,0.0,0.0,0.0,1.5,0.0,8.7,2.6,39.7,23.3
Eckerö,2004,0.8,0.0,0.0,0.0,0.0,0.0,424.7,5.4,3.3,0.0,0.0,0.0,0.0,1.3,0.0,7.0,2.6,42.2,23.3
Eckerö,2005,1.0,0.0,0.0,5.5,0.0,9.7,314.6,5.4,6.5,0.0,0.0,0.0,0.0,1.4,0.0,9.4,2.6,40.3,16.5
Eckerö,2006,0.8,0.0,0.0,5.5,0.0,9.7,230.4,5.4,12.9,0.0,0.0,0.0,0.0,1.2,0.0,8.4,2.6,39.9,22.5
Eckerö,2007,0.8,0.0,0.0,16.4,0.0,29.3,83.4,5.4,11.9,0.0,0.0,0.0,0.0,1.0,0.0,8.8,2.6,44.0,20.4
Eckerö,2008,0.9,0.0,0.0,357.7,0.0,352.9,359.4,5.4,16.3,0.0,0.0,0.0,0.0,1.4,0.0,6.6,2.6,52.4,14.3
Eckerö,2009,1.0,0.0,0.0,607.9,0.0,626.6,175.3,8.7,21.6,0.0,0.0,0.0,0.0,2.0,0.0,6.9,2.6,60.3,20.2
Eckerö,2010,1.0,0.0,0.0,675.3,0.0,676.6,93.3,8.5,14.8,0.0,0.0,0.0,0.0,2.6,0.0,7.3,2.6,57.3,27.7
Eckerö,2011,0.9,0.0,0.0,1015.0,10.0,900.8,71.6,5.1,7.2,0.0,0.0,0.0,0.0,2.3,0.0,7.9,2.6,58.8,23.0
Eckerö,2012,1.0,0.0,0.0,880.9,0.0,855.2,26.0,7.3,8.3,0.0,0.0,0.0,0.0,2.3,0.0,11.1,2.6,62.4,19.4
Eckerö,2013,0.8,0.0,0.0,645.3,0.0,663.1,114.0,5.4,12.7,0.0,0.0,0.0,0.0,2.0,0.0,11.5,2.6,54.1,29.4
Eckerö,2014,0.9,0.0,0.0,932.8,0.0,868.0,93.3,5.4,19.3,0.0,0.0,0.0,0.0,1.7,0.0,9.1,2.6,56.0,12.4
Eckerö,2015,0.9,0.0,0.0,1.3,0.0,1.1,83.4,6.5,9.6,0.0,0.0,0.0,0.0,1.8,0.0,7.1,2.6,66.8,24.0
Eckerö,2016,0.9,0.0,0.0,521.1,0.0,538.8,37.7,6.5,6.5,0.0,0.0,0.0,0.0,1.6,0.0,9.5,2.6,54.4,29.7
Eckerö,2017,0.8,0.0,0.0,638.7,1.0,653.0,60.1,0.0,5.3,0.0,0.0,0.0,0.0,1.6,0.0,7.7,2.6,56.1,29.4
Eckerö,2018,0.8,0.0,0.0,295.4,5.0,393.3,19.8,0.0,2.1,0.0,0.0,0.0,0.0,1.6,0.0,7.8,2.6,53.9,19.6
Eckerö,2019,1.0,0.0,0.0,467.9,16.0,611.3,1.1,0.0,1.1,0.0,0.0,0.0,0.0,1.8,0.0,8.0,2.6,56.4,35.6
Eckerö,2020,0.7,0.0,0.0,340.0,65.0,418.6,194.0,0.0,17.1,0.0,0.0,0.0,0.0,1.8,0.0,7.9,2.6,51.1,19.9
Eckerö,2021,0.8,0.0,0.0,751.0,100.0,497.3,194.0,10.7,17.1,0.0,0.0,0.0,0.0,1.5,0.0,8.9,2.6,64.0,29.1
Eckerö,2022,0.6,0.0,0.0,540.1,224.0,16.0,25.6,8.5,17.1,0.0,0.0,0.0,0.0,1.5,0.0,12.2,2.6,60.3,29.1
Eckerö,2023,0.6,0.0,0.0,498.7,120.0,16.0,25.6,8.5,17.1,0.0,0.0,0.0,0.0,1.9,0.0,7.9,2.6,56.9,42.3
Enonkoski,2000,2.5,0.0,0.0,69.2,0.0,74.3,161.4,4.3,5.9,33.0,0.0,0.0,0.0,4.7,0.0,6.7,0.0,36.0,12.5
Enonkoski,2001,2.3,0.0,0.0,40.5,0.0,55.5,210.6,3.3,4.9,33.0,0.0,0.0,0.0,4.2,0.0,7.5,0.0,47.8,12.5
Enonkoski,2002,2.2,0.0,0.0,242.2,94.0,112.1,202.5,4.5,8.9,33.0,0.0,0.0,0.0,4.8,0.0,6.0,0.0,42.8,12.5
Enonkoski,2003,2.2,0.0,0.0,385.0,159.0,211.2,443.0,8.0,10.3,33.0,0.0,0.0,0.0,4.4,0.0,7.7,0.0,46.7,12.5
Enonkoski,2004,2.2,0.0,0.0,359.6,125.0,225.5,118.0,5.8,9.2,33.0,0.0,0.0,0.0,3.9,0.0,8.0,0.0,51.9,12.5
Enonkoski,2005,2.2,0.0,0.0,295.4,121.0,178.6,130.8,6.4,7.0,33.0,0.0,0.0,0.0,4.0,0.0,7.1,0.0,50.1,14.9
Enonkoski,2006,2.2,0.0,0.0,248.6,111.0,155.7,140.3,3.5,4.1,33.0,0.0,0.0,0.0,3.8,0.0,7.3,0.0,58.6,11.6
Enonkoski,2007,2.1,0.0,0.0,257.1,94.0,141.9,76.9,3.6,4.8,33.0,0.0,0.0,0.0,4.1,0.0,6.8,0.0,71.1,18.6
Enonkoski,2008,2.0,0.0,0.0,359.7,138.0,210.7,116.8,5.4,6.1,33.0,0.0,0.0,0.0,4.4,0.0,6.3,0.0,71.0,15.3
Enonkoski,2009,2.0,0.0,0.0,347.9,166.0,179.3,314.8,5.6,9.3,33.0,0.0,0.0,0.0,4.7,0.0,7.5,0.0,72.8,7.3
Enonkoski,2010,2.2,0.0,0.0,212.9,101.0,130.7,91.0,4.3,5.6,33.0,0.0,0.0,0.0,4.2,0.0,7.7,0.0,60.8,8.6
Enonkoski,2011,1.9,0.0,0.0,229.7,140.0,115.6,212.0,3.3,3.2,33.0,0.0,0.0,0.0,4.5,0.0,10.7,0.0,72.9,9.0
Enonkoski,2012,1.9,0.0,0.0,265.2,136.0,136.4,117.5,3.3,3.3,33.0,0.0,0.0,0.0,4.1,0.0,11.7,0.0,77.4,6.7
Enonkoski,2013,1.6,0.0,0.0,305.5,160.0,130.1,77.5,4.0,2.0,34.0,0.0,0.0,0.0,3.9,0.0,10.0,0.0,69.5,13.4
Enonkoski,2014,1.7,0.0,0.0,228.1,142.0,91.2,117.8,4.0,3.3,34.0,0.0,0.0,0.0,3.9,0.0,9.1,0.0,66.0,10.0
Enonkoski,2015,1.5,0.0,0.0,188.5,94.0,104.5,165.6,3.4,6.1,34.0,0.0,0.0,0.0,3.6,0.0,10.3,0.0,64.5,10.4
Enonkoski,2016,1.7,0.0,0.0,239.1,103.0,183.1,227.8,5.1,2.8,34.0,0.0,0.0,0.0,3.6,0.0,9.1,0.0,61.1,13.6
Enonkoski,2017,1.6,0.0,0.0,268.5,99.0,220.3,305.8,5.1,4.2,35.0,0.0,0.0,0.0,3.5,0.0,7.8,0.0,66.9,18.9
Enonkoski,2018,1.6,0.0,0.0,415.3,162.0,264.1,100.4,5.1,2.8,36.0,0.0,0.0,0.0,3.2,0.0,9.0,0.0,69.6,14.5
Enonkoski,2019,1.8,0.0,0.0,428.4,158.0,174.9,131.5,5.1,3.7,37.0,0.0,0.0,0.0,3.6,0.0,12.8,0.0,59.5,24.7
Enonkoski,2020,1.7,0.0,0.0,342.7,83.0,303.1,42.4,5.1,1.5,37.0,0.0,0.0,0.0,3.8,0.0,11.0,0.0,78.6,31.5
Enonkoski,2021,1.5,0.0,0.0,286.7,138.0,180.6,174.7,5.1,5.1,37.0,0.0,0.0,0.0,3.8,0.0,12.6,0.0,75.7,32.4
Enonkoski,2022,1.3,0.0,0.0,237.5,230.0,39.5,3.7,5.1,5.1,37.0,0.0,0.0,0.0,3.5,0.0,12.8,0.0,70.5,34.5
Enonkoski,2023,1.4,0.0,0.0,251.3,222.0,39.5,3.7,5.1,5.1,37.0,0.0,0.0,0.0,3.7,0.0,12.9,0.0,76.5,24.7
Enontekiö,2000,1.8,0.0,0.0,230.9,0.0,182.8,166.4,3.3,3.7,0.0,0.0,0.0,0.0,3.9,6.1,6.6,1.8,48.3,21.1
Enontekiö,2001,1.8,0.0,0.0,461.5,0.0,363.8,167.6,3.8,4.3,0.0,0.0,0.0,0.0,3.7,6.1,4.7,1.8,48.0,21.1
Enontekiö,2002,1.7,0.0,0.0,218.4,0.0,173.2,109.5,3.0,2.4,0.0,0.0,0.0,0.0,3.5,6.1,5.0,1.8,40.3,21.1
Enontekiö,2003,1.8,0.0,0.0,240.9,0.0,193.4,398.1,3.0,3.0,0.0,0.0,0.0,0.0,3.5,6.1,4.6,1.8,47.3,21.1
Enontekiö,2004,1.9,23.1,0.0,223.1,0.0,183.2,422.4,6.5,8.0,0.0,0.0,0.0,0.0,3.7,6.1,3.9,1.8,52.1,21.1
Enontekiö,2005,1.9,23.1,0.0,273.1,0.0,223.5,233.5,5.5,6.0,0.0,0.0,0.0,0.0,4.0,6.1,5.1,1.8,42.6,20.1
Enontekiö,2006,1.9,23.1,0.0,221.0,0.0,185.3,324.5,7.0,7.5,0.0,0.0,0.0,2.3,3.8,6.1,5.5,1.8,49.4,15.9
Enontekiö,2007,1.8,23.1,0.0,225.2,0.0,193.4,388.8,6.6,8.7,0.0,0.0,0.0,2.3,4.0,6.1,5.4,1.8,65.0,9.7
Enontekiö,2008,1.9,23.1,0.0,282.4,0.0,268.4,399.5,6.3,8.4,0.0,0.0,0.0,2.3,4.2,6.1,5.4,1.8,57.5,19.9
Enontekiö,2009,2.0,23.1,0.0,262.8,0.0,265.7,324.7,5.8,6.9,0.0,0.0,0.0,2.3,4.1,6.1,5.0,1.8,60.7,16.5
Enontekiö,2010,1.9,0.0,0.0,263.1,0.0,263.3,359.3,5.3,8.0,0.0,0.0,0.0,2.3,3.7,6.1,5.6,1.8,57.9,13.9
Enontekiö,2011,1.9,0.0,0.0,273.2,8.0,265.7,402.0,5.3,5.8,0.0,0.0,0.0,2.3,3.8,6.1,5.8,1.8,56.9,13.0
Enontekiö,2012,2.0,0.0,0.0,247.2,9.0,232.4,419.7,3.2,4.3,0.0,0.0,0.0,2.3,4.0,6.1,6.3,1.8,61.1,17.0
Enontekiö,2013,2.0,0.0,0.0,258.1,32.0,215.2,479.6,3.7,5.3,0.0,0.0,0.0,2.3,3.8,6.1,5.9,1.8,67.1,9.5
Enontekiö,2014,2.0,0.0,0.0,203.6,18.0,189.9,434.9,5.3,7.4,0.0,0.0,0.0,2.3,3.8,6.1,6.8,1.8,57.3,8.7
Enontekiö,2015,1.9,0.0,0.0,62.6,12.0,83.3,338.0,7.0,9.7,0.0,0.0,0.0,2.3,3.7,6.1,8.0,1.8,50.0,8.8
Enontekiö,2016,2.0,20.9,0.0,81.2,59.0,99.4,163.5,3.7,5.3,0.0,0.0,0.0,2.3,3.8,6.1,8.2,1.8,52.3,15.7
Enontekiö,2017,1.9,20.9,0.0,241.0,154.0,130.5,190.2,3.7,4.2,0.0,0.0,0.0,2.3,3.5,6.1,8.0,1.8,57.5,15.8
Enontekiö,2018,2.0,21.6,0.0,486.0,413.0,126.9,224.6,5.4,8.1,0.0,0.0,0.0,2.3,3.3,6.1,10.7,1.8,64.7,24.6
Enontekiö,2019,2.0,25.2,0.0,583.3,498.0,141.5,108.8,5.4,7.6,0.0,0.0,0.0,2.3,3.4,7.4,12.6,1.8,71.4,22.1
Enontekiö,2020,1.8,25.2,0.0,530.2,453.0,114.5,56.4,2.8,3.3,0.0,0.0,0.0,2.3,3.7,7.5,13.6,2.7,77.9,39.8
Enontekiö,2021,1.7,25.2,0.0,415.9,343.0,150.4,111.2,3.9,5.0,0.0,0.0,0.0,2.3,3.7,7.7,12.6,2.7,78.8,40.6
Enontekiö,2022,1.6,25.2,0.0,365.6,236.0,191.6,92.8,4.4,5.0,0.0,0.0,0.0,2.3,3.5,16.4,10.3,2.7,80.7,36.0
Enontekiö,2023,1.4,25.2,0.0,443.6,334.0,191.6,92.8,3.4,5.0,0.0,0.0,0.0,2.3,3.4,16.8,11.6,2.3,88.4,17.9
Espoo,2000,0.8,5.9,9.0,329.0,0.0,310.9,296.2,4.4,7.0,1.0,4.0,3.5,0.4,2.1,2.6,10.3,0.2,53.2,17.6
Espoo,2001,0.8,5.9,9.6,343.9,0.0,329.6,292.5,4.6,7.4,1.0,4.0,2.9,0.4,2.1,2.7,10.4,0.2,55.7,17.6
Espoo,2002,0.9,6.3,9.6,357.7,0.0,340.0,283.7,4.3,6.8,1.0,4.0,5.4,0.4,2.2,3.0,10.6,0.2,59.5,17.6
Espoo,2003,1.0,5.9,7.9,352.0,0.0,336.0,264.6,4.1,6.5,1.0,4.0,6.6,0.4,2.2,3.1,10.6,0.3,61.8,17.6
Espoo,2004,1.0,4.8,7.7,402.2,36.0,338.3,258.4,4.2,6.4,1.0,4.0,5.6,0.4,2.3,2.9,10.4,0.3,66.2,17.6
Espoo,2005,1.1,5.4,6.3,376.8,40.0,317.7,269.0,4.1,5.8,1.0,4.0,4.5,0.4,2.3,3.4,10.4,0.2,69.5,18.8
Espoo,2006,1.1,5.6,5.7,383.0,47.0,321.0,274.2,4.3,6.0,1.0,4.0,5.4,0.5,2.3,4.4,11.0,0.3,74.3,19.1
Espoo,2007,1.2,4.4,6.2,372.1,54.0,297.6,248.2,4.3,5.9,0.0,4.0,5.7,0.6,2.4,4.5,11.4,0.3,81.4,19.5
Espoo,2008,1.2,3.8,6.7,374.5,56.0,307.9,242.0,4.1,5.6,1.0,5.0,5.6,0.5,2.4,4.5,11.7,0.3,86.8,19.5
Espoo,2009,1.2,3.6,6.7,351.5,54.0,289.2,257.5,4.0,5.3,2.0,5.0,6.4,0.6,2.4,4.6,11.6,0.4,86.3,17.9
Espoo,2010,1.2,3.8,5.8,341.8,53.0,289.7,202.4,3.7,5.2,2.0,5.0,6.8,0.6,2.3,4.8,11.8,0.4,87.5,16.5
Espoo,2011,1.2,4.3,5.6,390.3,95.0,298.9,196.6,3.6,5.0,3.0,4.0,8.6,0.6,2.3,5.7,11.9,0.4,87.6,15.2
Espoo,2012,1.2,3.7,5.5,395.2,100.0,299.9,164.5,3.5,4.6,4.0,4.0,9.2,0.6,2.2,6.7,12.0,0.5,85.1,15.2
Espoo,2013,1.2,3.1,6.2,428.4,96.0,346.7,154.2,3.5,4.9,4.0,3.0,9.1,0.6,2.1,7.4,11.5,0.5,83.9,13.8
Espoo,2014,1.2,3.6,7.0,417.0,109.0,345.2,161.0,3.7,5.2,3.0,3.0,9.1,0.6,2.1,8.1,11.7,0.6,82.9,14.5
Espoo,2015,1.2,3.3,5.6,436.9,148.0,347.0,138.9,3.4,4.7,4.0,3.0,9.1,0.6,2.1,8.8,11.7,0.6,82.5,14.2
Espoo,2016,1.2,3.4,6.9,486.5,190.0,361.3,132.9,3.6,5.2,4.0,3.0,10.5,0.6,2.0,9.9,11.0,0.6,69.4,14.7
Espoo,2017,1.2,3.0,7.2,522.9,216.0,380.7,135.3,3.8,5.7,2.0,3.0,11.6,0.7,2.0,11.7,11.2,0.8,69.7,17.0
Espoo,2018,1.2,3.0,6.9,472.5,194.0,354.8,126.7,3.5,5.2,3.0,3.0,14.2,0.7,2.0,14.2,11.7,0.9,71.0,18.4
Espoo,2019,1.3,3.3,8.7,394.2,187.0,363.0,121.7,3.9,6.3,2.0,4.0,15.7,0.8,2.0,16.5,12.4,1.0,74.8,20.2
Espoo,2020,1.2,2.9,8.4,329.1,175.0,345.3,115.2,3.7,6.1,3.0,4.0,18.4,0.8,2.0,17.8,12.2,1.1,75.6,19.5
Espoo,2021,1.2,3.1,7.4,343.9,171.0,355.1,141.3,3.6,6.0,3.0,4.0,19.4,0.8,1.9,18.0,12.1,1.3,77.8,21.6
Espoo,2022,1.1,3.1,7.9,308.3,140.0,324.4,94.6,3.2,6.0,2.0,4.0,18.9,0.8,1.8,17.4,12.3,1.4,80.6,21.7
Espoo,2023,1.1,2.6,6.8,291.8,138.0,324.4,94.6,2.9,6.0,3.0,4.0,17.9,0.7,1.7,17.4,12.5,1.4,81.6,23.3
Eura,2000,1.7,4.3,9.6,191.7,0.0,178.9,209.5,4.2,5.2,4.0,4.0,0.0,1.1,3.1,1.3,9.1,0.2,45.0,12.6
Eura,2001,1.6,6.2,7.6,218.7,0.0,196.8,197.9,4.3,6.3,4.0,4.0,0.0,1.2,3.1,1.0,9.6,0.3,49.6,12.6
Eura,2002,1.6,6.7,13.4,316.1,0.0,250.2,196.4,4.4,5.8,4.0,4.0,8.9,1.4,3.2,0.8,9.2,0.4,48.2,12.6
Eura,2003,1.6,6.0,13.4,433.9,0.0,407.9,271.9,4.9,6.1,4.0,4.0,8.9,1.1,3.3,0.8,8.7,0.3,54.6,12.6
Eura,2004,1.6,6.7,6.6,454.1,0.0,407.2,278.9,5.8,7.6,4.0,4.0,8.9,1.2,3.2,0.8,9.5,0.3,58.8,12.6
Eura,2005,1.7,6.3,7.8,521.8,0.0,460.1,392.2,5.8,9.4,4.0,4.0,8.9,1.3,3.3,0.9,9.7,0.4,65.8,13.5
Eura,2006,1.7,7.8,6.8,555.8,0.0,499.1,252.3,5.6,7.5,4.0,4.0,8.9,1.3,3.5,0.9,9.7,0.4,69.8,15.0
Eura,2007,1.7,6.0,6.9,542.1,0.0,487.1,324.2,6.8,9.5,4.0,6.0,8.9,1.0,3.5,0.8,9.8,0.5,73.3,15.9
Eura,2008,1.8,6.1,8.6,584.0,0.0,536.1,290.9,6.0,8.7,4.0,6.0,8.9,1.1,3.7,1.3,10.5,0.7,77.5,15.0
Eura,2009,1.8,6.2,7.7,574.8,0.0,541.6,247.1,5.3,8.0,4.0,6.0,8.9,1.3,3.8,1.3,10.9,0.7,80.9,10.9
Eura,2010,1.8,8.9,7.7,567.1,0.0,531.5,221.0,5.3,7.8,4.0,7.0,8.9,1.0,3.8,1.3,11.3,0.7,82.2,14.2
Eura,2011,1.8,5.1,11.1,531.0,3.0,538.6,192.5,5.2,6.8,4.0,6.0,8.9,1.2,3.7,1.8,12.0,0.6,83.5,15.8
Eura,2012,1.8,4.4,8.3,513.8,2.0,518.5,161.2,4.5,5.9,4.0,7.0,8.9,0.9,3.8,1.5,11.9,0.8,83.2,16.2
Eura,2013,1.8,7.3,9.4,434.3,16.0,433.1,169.1,4.8,6.7,4.0,6.0,8.9,0.9,3.6,1.2,11.1,0.9,80.1,14.7
Eura,2014,1.8,5.3,15.8,436.9,124.0,319.7,173.0,4.5,7.0,4.0,4.0,8.9,0.7,3.5,1.7,12.2,0.7,79.9,14.0
Eura,2015,1.7,7.1,19.3,417.1,194.0,234.8,218.3,4.7,7.8,5.0,4.0,8.9,1.0,3.4,2.1,12.3,1.0,79.7,13.7
Eura,2016,1.6,5.5,13.5,627.3,369.0,234.2,193.0,4.6,7.3,5.0,4.0,8.9,1.2,3.4,2.9,11.8,1.1,70.9,14.6
Eura,2017,1.6,5.6,19.1,702.0,413.0,243.7,131.1,3.6,7.0,5.0,4.0,8.9,1.1,3.3,4.8,11.8,1.0,73.3,17.1
Eura,2018,1.6,5.3,20.7,795.1,419.0,319.4,127.7,4.9,7.2,5.0,4.0,8.9,1.1,3.6,5.7,12.0,1.5,81.2,19.4
Eura,2019,1.7,3.6,12.5,743.8,372.0,314.6,102.5,3.4,6.8,4.0,4.0,8.9,1.4,3.8,5.8,12.3,2.0,80.4,20.1
Eura,2020,1.5,5.5,9.6,747.1,408.0,312.4,140.1,3.5,5.9,4.0,4.0,8.9,0.9,3.6,7.9,12.3,2.7,79.4,19.7
Eura,2021,1.5,5.6,10.9,699.7,402.0,370.1,70.6,3.7,5.3,4.0,4.0,8.9,1.1,3.7,10.6,12.2,3.0,86.6,25.3
Eura,2022,1.5,6.8,9.7,623.9,418.0,271.0,151.6,3.7,5.3,4.0,4.0,8.9,1.1,3.6,11.1,13.0,2.8,90.4,23.5
Eura,2023,1.5,5.0,12.8,547.5,364.0,271.0,151.6,4.1,5.3,4.0,4.0,8.0,1.5,3.7,10.6,13.6,1.8,95.7,26.0
Eurajoki,2000,1.1,2.3,12.4,169.3,0.0,155.2,200.9,4.1,5.7,7.0,5.0,0.0,0.7,2.3,1.2,10.1,0.3,45.5,12.7
Eurajoki,2001,1.1,3.9,12.4,177.2,0.0,160.5,213.0,4.4,5.7,7.0,5.0,0.0,0.7,2.2,1.2,8.2,0.3,47.6,12.7
Eurajoki,2002,1.2,3.9,8.1,269.6,0.0,208.6,305.4,4.9,5.6,7.0,5.0,0.0,0.7,2.3,1.2,10.1,0.3,57.4,12.7
Eurajoki,2003,1.2,5.4,8.1,274.2,0.0,260.5,378.9,5.4,6.3,7.0,5.0,0.0,0.7,2.5,1.2,10.7,0.2,58.4,12.7
