Municipality,Year,divorces/1000
Ähtäri,2010,14.8
Äänekoski,2010,16.3
Akaa,2011,17.9
Alajärvi,2011,7.5
Alavieska,2011,10.1
Alavus,2011,14.3
Asikkala,2011,13.2
Askola,2011,12.4
Aura,2011,18.5
Brändö,2011,19.6
Eckerö,2011,7.5
Enonkoski,2011,9.1
Enontekiö,2011,7.4
Espoo,2011,16.9
Eura,2011,16.8
Eurajoki,2011,8.7
Evijärvi,2011,4.8
Finström,2011,21.7
Forssa,2011,20.7
Föglö,2011,25.6
Geta,2011,0.0
Haapajärvi,2011,14.2
Haapavesi,2011,16.5
Hailuoto,2011,7.1
Halsua,2011,0.0
Hamina,2011,18.8
Hammarland,2011,15.2
Hankasalmi,2011,12.5
Hanko,2011,19.3
Harjavalta,2011,19.9
Hartola,2011,11.8
Hattula,2011,8.2
Hausjärvi,2011,12.5
Heinola,2011,18.8
Heinävesi,2011,8.2
Helsinki,2011,24.0
Hirvensalmi,2011,15.1
Hollola,2011,14.3
Huittinen,2011,20.0
Humppila,2011,2.5
Hyrynsalmi,2011,23.4
Hyvinkää,2011,21.3
Hämeenkyrö,2011,13.2
Hämeenlinna,2011,18.0
Ii,2011,8.6
Iisalmi,2011,16.9
Iitti,2011,11.1
Ikaalinen,2011,11.7
Ilmajoki,2011,7.6
Ilomantsi,2011,19.8
Imatra,2011,19.0
Inari,2011,14.3
Ingå,2011,8.8
Isojoki,2011,9.6
Isokyrö,2011,10.9
Janakkala,2011,17.8
Joensuu,2011,18.2
Jokioinen,2011,20.6
Jomala,2011,3.2
Joroinen,2011,6.3
Joutsa,2011,7.5
Juuka,2011,6.8
Juupajoki,2011,13.7
Juva,2011,12.8
Jyväskylä,2011,17.0
Jämijärvi,2011,3.3
Jämsä,2011,19.4
Järvenpää,2011,17.4
Kaarina,2011,14.9
Kaavi,2011,19.5
Kajaani,2011,19.1
Kalajoki,2011,8.0
Kangasala,2011,16.0
Kangasniemi,2011,18.3
Kankaanpää,2011,15.6
Kannonkoski,2011,30.0
Kannus,2011,9.9
Karijoki,2011,4.5
Karkkila,2011,16.7
Karstula,2011,12.3
Karvia,2011,11.5
Kaskinen,2011,12.5
Kauhajoki,2011,11.5
Kauhava,2011,9.0
Kauniainen,2011,14.8
Kaustinen,2011,5.8
Keitele,2011,11.3
Kemi,2011,19.6
Kemijärvi,2011,15.6
Keminmaa,2011,13.0
Kimitoön,2011,10.2
Kempele,2011,14.6
Kerava,2011,24.7
Keuruu,2011,8.8
Kihniö,2011,5.6
Kinnula,2011,8.5
Kirkkonummi,2011,13.1
Kitee,2011,13.3
Kittilä,2011,20.7
Kiuruvesi,2011,13.1
Kivijärvi,2011,11.6
Kokemäki,2011,9.6
Kokkola,2011,13.5
Kolari,2011,2.0
Konnevesi,2011,12.4
Kontiolahti,2011,12.8
Korsnäs,2011,6.0
Koski Tl,2011,13.0
Kotka,2011,20.7
Kouvola,2011,18.8
Kristinestad,2011,5.6
Kronoby,2011,3.5
Kuhmo,2011,18.5
Kuhmoinen,2011,6.0
Kumlinge,2011,0.0
Kuopio,2011,18.8
Kuortane,2011,19.7
Kurikka,2011,10.1
Kustavi,2011,8.5
Kuusamo,2011,10.7
Kyyjärvi,2011,8.9
Kärkölä,2011,11.0
Kärsämäki,2011,14.7
Kökar,2011,0.0
Lahti,2011,20.6
Laihia,2011,9.7
Laitila,2011,16.8
Lapinjärvi,2011,17.3
Lapinlahti,2011,17.6
Lappajärvi,2011,1.9
Lappeenranta,2011,17.1
Lapua,2011,10.5
Laukaa,2011,12.9
Lemi,2011,12.6
Lemland,2011,3.5
Lempäälä,2011,19.4
Leppävirta,2011,15.6
Lestijärvi,2011,15.0
Lieksa,2011,10.7
Lieto,2011,9.2
Liminka,2011,8.8
Liperi,2011,13.9
Lohja,2011,16.6
Loimaa,2011,18.8
Loppi,2011,8.3
Loviisa,2011,17.6
Luhanka,2011,22.2
Lumijoki,2011,29.8
Lumparland,2011,14.9
Larsmo,2011,2.5
Luumäki,2011,2.8
Malax,2011,11.5
Mariehamn,2011,17.2
Marttila,2011,23.6
Masku,2011,11.9
Merijärvi,2011,6.1
Merikarvia,2011,8.4
Miehikkälä,2011,0.0
Mikkeli,2011,18.5
Muhos,2011,16.6
Multia,2011,4.4
Muonio,2011,6.0
Korsholm,2011,7.2
Muurame,2011,15.6
Mynämäki,2011,10.2
Myrskylä,2011,11.2
Mäntsälä,2011,15.3
Mänttä-Vilppula,2011,14.5
Mäntyharju,2011,19.3
Naantali,2011,17.2
Nakkila,2011,11.2
Nivala,2011,15.4
Nokia,2011,13.9
Nousiainen,2011,20.0
Nurmes,2011,11.8
Nurmijärvi,2011,13.9
Närpes,2011,4.6
Orimattila,2011,13.7
Oripää,2011,9.8
Orivesi,2011,10.7
Oulainen,2011,20.7
Oulu,2011,17.6
Outokumpu,2011,18.3
Padasjoki,2011,10.7
Paimio,2011,16.2
Paltamo,2011,11.3
Pargas,2011,13.3
Parikkala,2011,11.7
Parkano,2011,10.8
Pedersöre,2011,5.2
Pelkosenniemi,2011,16.5
Pello,2011,6.6
Perho,2011,8.8
Pertunmaa,2011,20.8
Petäjävesi,2011,16.9
Pieksämäki,2011,17.8
Pielavesi,2011,7.4
Jakobstad,2011,12.8
Pihtipudas,2011,12.6
Pirkkala,2011,16.0
Polvijärvi,2011,18.6
Pomarkku,2011,13.2
Pori,2011,17.6
Pornainen,2011,12.2
Porvoo,2011,17.9
Posio,2011,8.8
Pudasjärvi,2011,6.9
Pukkila,2011,13.9
Punkalaidun,2011,36.4
Puolanka,2011,2.5
Puumala,2011,5.9
Pyhtää,2011,12.5
Pyhäjoki,2011,5.6
Pyhäjärvi,2011,20.5
Pyhäntä,2011,4.2
Pyhäranta,2011,5.3
Pälkäne,2011,12.8
Pöytyä,2011,13.0
Raahe,2011,13.2
Raasepori,2011,17.1
Raisio,2011,16.3
Rantasalmi,2011,5.1
Ranua,2011,17.8
Rauma,2011,16.6
Rautalampi,2011,17.3
Rautavaara,2011,15.9
Rautjärvi,2011,7.1
Reisjärvi,2011,9.2
Riihimäki,2011,19.6
Ristijärvi,2011,4.5
Rovaniemi,2011,16.4
Ruokolahti,2011,8.2
Ruovesi,2011,19.9
Rusko,2011,11.9
Rääkkylä,2011,12.9
Saarijärvi,2011,12.7
Salla,2011,13.8
Salo,2011,16.4
Saltvik,2011,29.4
Sastamala,2011,17.4
Sauvo,2011,17.6
Savitaipale,2011,12.3
Savonlinna,2011,14.4
Savukoski,2011,7.3
Seinäjoki,2011,16.2
Sievi,2011,10.4
Siikainen,2011,12.6
Siikajoki,2011,5.9
Siikalatva,2011,17.2
Siilinjärvi,2011,15.8
Simo,2011,7.1
Sipoo,2011,11.2
Siuntio,2011,9.1
Sodankylä,2011,7.4
Soini,2011,7.9
Somero,2011,7.7
Sonkajärvi,2011,9.0
Sotkamo,2011,16.1
Sottunga,2011,0.0
Sulkava,2011,9.8
Sund,2011,13.9
Suomussalmi,2011,10.7
Suonenjoki,2011,17.0
Sysmä,2011,26.2
Säkylä,2011,15.0
Taipalsaari,2011,14.1
Taivalkoski,2011,5.1
Taivassalo,2011,7.5
Tammela,2011,11.3
Tampere,2011,21.8
Tervo,2011,16.8
Tervola,2011,23.6
Teuva,2011,10.3
Tohmajärvi,2011,8.1
Toholampi,2011,1.8
Toivakka,2011,8.2
Tornio,2011,11.4
Turku,2011,20.4
Tuusniemi,2011,12.4
Tuusula,2011,14.6
Tyrnävä,2011,12.3
Ulvila,2011,14.3
Urjala,2011,14.8
Utajärvi,2011,4.7
Utsjoki,2011,12.3
Uurainen,2011,14.7
Nykarleby,2011,4.2
Uusikaupunki,2011,12.0
Vaala,2011,8.8
Vaasa,2011,15.7
Valkeakoski,2011,16.5
Vantaa,2011,19.4
Varkaus,2011,21.0
Vehmaa,2011,31.6
Vesanto,2011,6.4
Vesilahti,2011,15.0
Veteli,2011,12.7
Vieremä,2011,15.7
Vihti,2011,15.2
Viitasaari,2011,12.6
Vimpeli,2011,11.9
Virolahti,2011,12.8
Virrat,2011,10.8
Vårdö,2011,0.0
Vöyri,2011,5.1
Ylitornio,2011,4.9
Ylivieska,2011,14.2
Ylöjärvi,2011,15.5
Ypäjä,2011,14.2
Ähtäri,2011,11.1
Äänekoski,2011,12.5
Akaa,2012,15.1
Alajärvi,2012,8.3
Alavieska,2012,7.5
Alavus,2012,13.4
Asikkala,2012,11.3
Askola,2012,6.2
Aura,2012,17.1
Brändö,2012,20.0
Eckerö,2012,39.4
Enonkoski,2012,9.3
Enontekiö,2012,11.6
Espoo,2012,16.6
Eura,2012,11.6
Eurajoki,2012,17.1
Evijärvi,2012,7.4
Finström,2012,18.5
Forssa,2012,21.1
Föglö,2012,0.0
Geta,2012,0.0
Haapajärvi,2012,6.4
Haapavesi,2012,12.9
Hailuoto,2012,0.0
Halsua,2012,9.8
Hamina,2012,18.7
Hammarland,2012,10.1
Hankasalmi,2012,12.6
Hanko,2012,16.4
Harjavalta,2012,23.9
Hartola,2012,14.7
Hattula,2012,17.2
Hausjärvi,2012,11.1
Heinola,2012,16.0
Heinävesi,2012,17.3
Helsinki,2012,21.8
Hirvensalmi,2012,15.4
Hollola,2012,12.7
Huittinen,2012,20.3
Humppila,2012,10.3
Hyrynsalmi,2012,8.2
Hyvinkää,2012,19.2
Hämeenkyrö,2012,10.8
Hämeenlinna,2012,19.1
Ii,2012,18.6
Iisalmi,2012,12.9
Iitti,2012,13.4
Ikaalinen,2012,10.8
Ilmajoki,2012,10.6
Ilomantsi,2012,13.1
Imatra,2012,18.1
Inari,2012,15.5
Ingå,2012,13.2
Isojoki,2012,9.9
Isokyrö,2012,12.6
Janakkala,2012,18.2
Joensuu,2012,13.7
Jokioinen,2012,8.2
Jomala,2012,9.5
Joroinen,2012,7.7
Joutsa,2012,18.9
Juuka,2012,18.2
Juupajoki,2012,10.5
Juva,2012,12.4
Jyväskylä,2012,15.8
Jämijärvi,2012,17.9
Jämsä,2012,14.3
Järvenpää,2012,20.9
Kaarina,2012,14.3
Kaavi,2012,18.0
Kajaani,2012,17.8
Kalajoki,2012,9.1
Kangasala,2012,13.9
Kangasniemi,2012,9.4
Kankaanpää,2012,13.4
Kannonkoski,2012,10.1
Kannus,2012,12.4
Karijoki,2012,23.3
Karkkila,2012,15.3
Karstula,2012,14.4
Karvia,2012,5.9
Kaskinen,2012,17.6
Kauhajoki,2012,12.5
Kauhava,2012,12.2
Kauniainen,2012,13.3
Kaustinen,2012,13.4
Keitele,2012,14.1
Kemi,2012,18.5
Kemijärvi,2012,8.6
Keminmaa,2012,11.8
Kimitoön,2012,11.4
Kempele,2012,17.2
Kerava,2012,19.6
Keuruu,2012,15.3
Kihniö,2012,2.9
Kinnula,2012,8.6
Kirkkonummi,2012,15.0
Kitee,2012,10.2
Kittilä,2012,11.0
Kiuruvesi,2012,13.3
Kivijärvi,2012,17.9
Kokemäki,2012,16.0
Kokkola,2012,14.6
Kolari,2012,17.8
Konnevesi,2012,18.0
Kontiolahti,2012,13.2
Korsnäs,2012,3.1
Koski Tl,2012,26.1
Kotka,2012,19.2
Kouvola,2012,15.7
Kristinestad,2012,13.7
Kronoby,2012,6.3
Kuhmo,2012,8.3
Kuhmoinen,2012,22.6
Kumlinge,2012,0.0
Kuopio,2012,17.8
Kuortane,2012,6.7
Kurikka,2012,11.2
Kustavi,2012,0.0
Kuusamo,2012,11.9
Kyyjärvi,2012,4.7
Kärkölä,2012,14.2
Kärsämäki,2012,2.5
Kökar,2012,0.0
Lahti,2012,22.3
Laihia,2012,9.7
Laitila,2012,18.0
Lapinjärvi,2012,12.4
Lapinlahti,2012,11.8
Lappajärvi,2012,13.7
Lappeenranta,2012,18.6
Lapua,2012,11.0
Laukaa,2012,13.6
Lemi,2012,15.3
Lemland,2012,14.0
Lempäälä,2012,12.9
Leppävirta,2012,12.0
Lestijärvi,2012,0.0
Lieksa,2012,12.9
Lieto,2012,10.6
Liminka,2012,10.7
Liperi,2012,15.6
Lohja,2012,19.7
Loimaa,2012,22.2
Loppi,2012,6.9
Loviisa,2012,17.3
Luhanka,2012,37.5
Lumijoki,2012,6.6
Lumparland,2012,31.7
Larsmo,2012,6.2
Luumäki,2012,8.4
Malax,2012,2.6
Mariehamn,2012,24.9
Marttila,2012,20.4
Masku,2012,11.4
Merijärvi,2012,6.3
Merikarvia,2012,17.3
Miehikkälä,2012,9.7
Mikkeli,2012,12.8
Muhos,2012,9.0
Multia,2012,4.4
Muonio,2012,11.8
Korsholm,2012,7.6
Muurame,2012,11.9
Mynämäki,2012,13.5
Myrskylä,2012,15.0
Mäntsälä,2012,11.9
Mänttä-Vilppula,2012,11.3
Mäntyharju,2012,9.9
Naantali,2012,16.6
Nakkila,2012,19.4
Nivala,2012,16.9
Nokia,2012,14.8
Nousiainen,2012,10.4
Nurmes,2012,15.7
Nurmijärvi,2012,14.8
Närpes,2012,5.5
Orimattila,2012,14.5
Oripää,2012,4.8
Orivesi,2012,13.4
Oulainen,2012,14.4
Oulu,2012,17.7
Outokumpu,2012,17.7
Padasjoki,2012,15.3
Paimio,2012,16.2
Paltamo,2012,13.9
Pargas,2012,12.6
Parikkala,2012,12.2
Parkano,2012,16.2
Pedersöre,2012,5.9
Pelkosenniemi,2012,8.3
Pello,2012,15.4
Perho,2012,4.5
Pertunmaa,2012,17.5
Petäjävesi,2012,20.9
Pieksämäki,2012,11.4
Pielavesi,2012,10.6
Jakobstad,2012,11.5
Pihtipudas,2012,13.0
Pirkkala,2012,12.0
Polvijärvi,2012,9.5
Pomarkku,2012,10.9
Pori,2012,17.5
Pornainen,2012,13.6
Porvoo,2012,16.3
Posio,2012,5.5
Pudasjärvi,2012,12.3
Pukkila,2012,7.1
Punkalaidun,2012,9.7
Puolanka,2012,20.7
Puumala,2012,3.0
Pyhtää,2012,10.4
Pyhäjoki,2012,13.9
Pyhäjärvi,2012,11.6
Pyhäntä,2012,4.4
Pyhäranta,2012,13.7
Pälkäne,2012,13.8
Pöytyä,2012,11.3
Raahe,2012,16.2
Raasepori,2012,12.7
Raisio,2012,15.1
Rantasalmi,2012,10.6
Ranua,2012,22.2
Rauma,2012,16.0
Rautalampi,2012,8.7
Rautavaara,2012,12.2
Rautjärvi,2012,7.4
Reisjärvi,2012,9.5
Riihimäki,2012,20.1
Ristijärvi,2012,9.2
Rovaniemi,2012,18.1
Ruokolahti,2012,10.7
Ruovesi,2012,17.2
Rusko,2012,12.9
Rääkkylä,2012,11.2
Saarijärvi,2012,15.3
Salla,2012,16.4
Salo,2012,18.2
Saltvik,2012,8.6
Sastamala,2012,14.0
Sauvo,2012,17.9
Savitaipale,2012,18.8
Savonlinna,2012,14.8
Savukoski,2012,15.2
Seinäjoki,2012,16.2
Sievi,2012,5.3
Siikainen,2012,4.2
Siikajoki,2012,9.5
Siikalatva,2012,10.0
Siilinjärvi,2012,13.3
Simo,2012,7.2
Sipoo,2012,12.0
Siuntio,2012,5.4
Sodankylä,2012,16.7
Soini,2012,5.4
Somero,2012,14.9
Sonkajärvi,2012,7.9
Sotkamo,2012,15.1
Sottunga,2012,0.0
Sulkava,2012,12.9
Sund,2012,6.9
Suomussalmi,2012,5.9
Suonenjoki,2012,12.3
Sysmä,2012,3.9
Säkylä,2012,12.9
Taipalsaari,2012,10.8
Taivalkoski,2012,5.3
Taivassalo,2012,19.5
Tammela,2012,8.6
Tampere,2012,21.2
Tervo,2012,26.3
Tervola,2012,7.4
Teuva,2012,5.8
Tohmajärvi,2012,11.1
Toholampi,2012,7.6
Toivakka,2012,11.1
Tornio,2012,12.5
Turku,2012,21.1
Tuusniemi,2012,7.6
Tuusula,2012,14.7
Tyrnävä,2012,5.0
Ulvila,2012,14.1
Urjala,2012,18.1
Utajärvi,2012,9.5
Utsjoki,2012,25.2
Uurainen,2012,14.8
Nykarleby,2012,4.3
Uusikaupunki,2012,14.2
Vaala,2012,4.5
Vaasa,2012,16.1
Valkeakoski,2012,18.4
Vantaa,2012,18.7
Varkaus,2012,18.7
Vehmaa,2012,14.6
Vesanto,2012,10.1
Vesilahti,2012,13.2
Veteli,2012,3.7
Vieremä,2012,12.6
Vihti,2012,18.9
Viitasaari,2012,11.6
Vimpeli,2012,8.2
Virolahti,2012,7.4
Virrat,2012,16.2
Vårdö,2012,0.0
Vöyri,2012,8.4
Ylitornio,2012,11.9
Ylivieska,2012,15.2
Ylöjärvi,2012,13.0
Ypäjä,2012,11.9
Ähtäri,2012,9.3
Äänekoski,2012,16.8
Akaa,2013,15.1
Alajärvi,2013,8.4
Alavieska,2013,17.8
Alavus,2013,12.7
Asikkala,2013,13.3
Askola,2013,21.3
Aura,2013,17.4
Brändö,2013,0.0
Eckerö,2013,8.5
Enonkoski,2013,43.1
Enontekiö,2013,11.8
Espoo,2013,18.2
Eura,2013,19.4
Eurajoki,2013,8.4
Evijärvi,2013,7.6
Finström,2013,15.3
Forssa,2013,20.9
Föglö,2013,0.0
Geta,2013,15.6
Haapajärvi,2013,9.3
Haapavesi,2013,12.2
Hailuoto,2013,0.0
Halsua,2013,15.3
Hamina,2013,16.3
Hammarland,2013,9.8
Hankasalmi,2013,12.8
Hanko,2013,14.5
Harjavalta,2013,20.3
Hartola,2013,31.7
Hattula,2013,13.8
Hausjärvi,2013,15.3
Heinola,2013,22.5
Heinävesi,2013,16.1
Helsinki,2013,22.8
Hirvensalmi,2013,16.3
Hollola,2013,13.8
Huittinen,2013,13.6
Humppila,2013,13.3
Hyrynsalmi,2013,8.5
Hyvinkää,2013,20.8
Hämeenkyrö,2013,13.6
Hämeenlinna,2013,21.2
Ii,2013,15.3
Iisalmi,2013,14.8
Iitti,2013,16.6
Ikaalinen,2013,15.1
Ilmajoki,2013,16.0
Ilomantsi,2013,6.8
Imatra,2013,18.3
Inari,2013,11.2
Ingå,2013,12.4
Isojoki,2013,10.3
Isokyrö,2013,14.3
Janakkala,2013,19.0
Joensuu,2013,19.3
Jokioinen,2013,10.7
Jomala,2013,4.7
Joroinen,2013,11.8
Joutsa,2013,8.2
Juuka,2013,2.9
Juupajoki,2013,20.9
Juva,2013,14.9
Jyväskylä,2013,17.7
Jämijärvi,2013,0.0
Jämsä,2013,12.1
Järvenpää,2013,19.8
Kaarina,2013,16.8
Kaavi,2013,21.3
Kajaani,2013,17.9
Kalajoki,2013,13.9
Kangasala,2013,15.3
Kangasniemi,2013,9.7
Kankaanpää,2013,14.3
Kannonkoski,2013,10.9
Kannus,2013,2.3
Karijoki,2013,9.7
Karkkila,2013,18.2
Karstula,2013,10.0
Karvia,2013,3.0
Kaskinen,2013,4.6
Kauhajoki,2013,19.3
Kauhava,2013,12.7
Kauniainen,2013,18.3
Kaustinen,2013,8.9
Keitele,2013,15.1
Kemi,2013,25.7
Kemijärvi,2013,17.1
Keminmaa,2013,13.8
Kimitoön,2013,5.3
Kempele,2013,15.0
Kerava,2013,22.8
Keuruu,2013,10.8
Kihniö,2013,9.1
Kinnula,2013,0.0
Kirkkonummi,2013,17.4
Kitee,2013,9.4
Kittilä,2013,24.4
Kiuruvesi,2013,13.0
Kivijärvi,2013,12.9
Kokemäki,2013,23.1
Kokkola,2013,16.6
Kolari,2013,9.8
Konnevesi,2013,11.0
Kontiolahti,2013,14.6
Korsnäs,2013,3.1
Koski Tl,2013,16.8
Kotka,2013,20.3
Kouvola,2013,16.5
Kristinestad,2013,7.0
Kronoby,2013,6.3
Kuhmo,2013,9.5
Kuhmoinen,2013,24.9
Kumlinge,2013,0.0
Kuopio,2013,16.2
Kuortane,2013,3.5
Kurikka,2013,14.9
Kustavi,2013,8.7
Kuusamo,2013,12.2
Kyyjärvi,2013,10.0
Kärkölä,2013,5.8
Kärsämäki,2013,10.3
Kökar,2013,0.0
Lahti,2013,22.1
Laihia,2013,12.8
Laitila,2013,17.5
Lapinjärvi,2013,12.7
Lapinlahti,2013,16.9
Lappajärvi,2013,8.2
Lappeenranta,2013,18.3
Lapua,2013,15.3
Laukaa,2013,17.3
Lemi,2013,2.2
Lemland,2013,6.9
Lempäälä,2013,15.8
Leppävirta,2013,13.7
Lestijärvi,2013,16.4
Lieksa,2013,17.2
Lieto,2013,15.3
Liminka,2013,10.6
Liperi,2013,13.2
Lohja,2013,18.3
Loimaa,2013,14.2
Loppi,2013,11.6
Loviisa,2013,15.0
Luhanka,2013,0.0
Lumijoki,2013,6.7
Lumparland,2013,14.9
Larsmo,2013,1.2
Luumäki,2013,19.0
Malax,2013,5.3
Mariehamn,2013,21.7
Marttila,2013,3.3
Masku,2013,13.8
Merijärvi,2013,33.3
Merikarvia,2013,11.0
Miehikkälä,2013,3.3
Mikkeli,2013,16.4
Muhos,2013,11.2
Multia,2013,13.4
Muonio,2013,12.4
Korsholm,2013,6.6
Muurame,2013,12.6
Mynämäki,2013,17.8
Myrskylä,2013,14.9
Mäntsälä,2013,12.0
Mänttä-Vilppula,2013,16.6
Mäntyharju,2013,13.0
Naantali,2013,14.4
Nakkila,2013,11.9
Nivala,2013,16.7
Nokia,2013,18.7
Nousiainen,2013,15.2
Nurmes,2013,5.8
Nurmijärvi,2013,15.3
Närpes,2013,12.1
Orimattila,2013,16.7
Oripää,2013,5.0
Orivesi,2013,18.9
Oulainen,2013,15.9
Oulu,2013,20.4
Outokumpu,2013,23.9
Padasjoki,2013,9.0
Paimio,2013,15.4
Paltamo,2013,8.1
Pargas,2013,14.7
Parikkala,2013,21.6
Parkano,2013,13.6
Pedersöre,2013,5.4
Pelkosenniemi,2013,0.0
Pello,2013,10.5
Perho,2013,16.4
Pertunmaa,2013,4.5
Petäjävesi,2013,8.8
Pieksämäki,2013,22.7
Pielavesi,2013,9.4
Jakobstad,2013,11.7
Pihtipudas,2013,15.4
Pirkkala,2013,19.6
Polvijärvi,2013,14.5
Pomarkku,2013,11.1
Pori,2013,20.5
Pornainen,2013,12.5
Porvoo,2013,16.3
Posio,2013,9.9
Pudasjärvi,2013,9.9
Pukkila,2013,33.2
Punkalaidun,2013,12.3
Puolanka,2013,5.6
Puumala,2013,12.8
Pyhtää,2013,15.3
Pyhäjoki,2013,7.9
Pyhäjärvi,2013,18.1
Pyhäntä,2013,0.0
Pyhäranta,2013,8.4
Pälkäne,2013,16.2
Pöytyä,2013,15.7
Raahe,2013,17.4
Raasepori,2013,11.1
Raisio,2013,20.6
Rantasalmi,2013,9.0
Ranua,2013,11.2
Rauma,2013,15.1
Rautalampi,2013,2.2
Rautavaara,2013,8.5
Rautjärvi,2013,11.8
Reisjärvi,2013,17.3
Riihimäki,2013,23.7
Ristijärvi,2013,9.5
Rovaniemi,2013,20.6
Ruokolahti,2013,10.0
Ruovesi,2013,13.0
Rusko,2013,12.8
Rääkkylä,2013,23.7
Saarijärvi,2013,15.1
Salla,2013,17.2
Salo,2013,15.5
Saltvik,2013,22.2
Sastamala,2013,17.1
Sauvo,2013,22.4
Savitaipale,2013,13.2
Savonlinna,2013,19.5
Savukoski,2013,15.7
Seinäjoki,2013,19.6
Sievi,2013,16.2
Siikainen,2013,4.3
Siikajoki,2013,11.0
Siikalatva,2013,10.3
Siilinjärvi,2013,16.2
Simo,2013,13.1
Sipoo,2013,21.0
Siuntio,2013,14.6
Sodankylä,2013,14.3
Soini,2013,11.4
Somero,2013,19.2
Sonkajärvi,2013,8.2
Sotkamo,2013,15.8
Sottunga,2013,0.0
Sulkava,2013,5.3
Sund,2013,20.7
Suomussalmi,2013,12.5
Suonenjoki,2013,13.6
Sysmä,2013,27.0
Säkylä,2013,17.1
Taipalsaari,2013,13.4
Taivalkoski,2013,7.3
Taivassalo,2013,4.0
Tammela,2013,11.9
Tampere,2013,22.6
Tervo,2013,23.1
Tervola,2013,15.0
Teuva,2013,14.6
Tohmajärvi,2013,12.6
Toholampi,2013,9.9
Toivakka,2013,11.1
Tornio,2013,12.3
Turku,2013,22.9
Tuusniemi,2013,12.5
Tuusula,2013,17.9
Tyrnävä,2013,8.0
Ulvila,2013,19.4
Urjala,2013,14.1
Utajärvi,2013,14.7
Utsjoki,2013,20.8
Uurainen,2013,7.4
Nykarleby,2013,6.0
Uusikaupunki,2013,11.5
Vaala,2013,7.1
Vaasa,2013,15.5
Valkeakoski,2013,17.5
Vantaa,2013,20.4
Varkaus,2013,18.5
Vehmaa,2013,5.8
Vesanto,2013,17.9
Vesilahti,2013,9.0
Veteli,2013,9.4
Vieremä,2013,7.3
Vihti,2013,14.3
Viitasaari,2013,19.2
Vimpeli,2013,4.1
Virolahti,2013,13.6
Virrat,2013,8.4
Vårdö,2013,14.9
Vöyri,2013,7.5
Ylitornio,2013,3.4
Ylivieska,2013,11.3
Ylöjärvi,2013,13.3
Ypäjä,2013,12.3
Ähtäri,2013,9.7
Äänekoski,2013,14.2
Akaa,2014,16.2
Alajärvi,2014,12.2
Alavieska,2014,10.6
Alavus,2014,14.3
Asikkala,2014,22.1
Askola,2014,11.2
Aura,2014,20.8
Brändö,2014,0.0
Eckerö,2014,17.9
Enonkoski,2014,10.6
Enontekiö,2014,12.4
Espoo,2014,16.5
Eura,2014,12.2
Eurajoki,2014,11.9
Evijärvi,2014,10.2
Finström,2014,12.7
Forssa,2014,21.5
Föglö,2014,0.0
Geta,2014,30.8
Haapajärvi,2014,6.6
Haapavesi,2014,16.9
Hailuoto,2014,25.2
Halsua,2014,10.5
Hamina,2014,16.7
Hammarland,2014,25.5
Hankasalmi,2014,23.7
Hanko,2014,18.7
Harjavalta,2014,17.7
Hartola,2014,16.6
Hattula,2014,18.2
Hausjärvi,2014,17.6
Heinola,2014,21.1
Heinävesi,2014,13.8
Helsinki,2014,23.1
Hirvensalmi,2014,13.2
Hollola,2014,13.0
Huittinen,2014,17.7
Humppila,2014,8.3
Hyrynsalmi,2014,14.7
Hyvinkää,2014,18.6
Hämeenkyrö,2014,11.6
Hämeenlinna,2014,23.1
Ii,2014,9.6
Iisalmi,2014,10.7
Iitti,2014,7.3
Ikaalinen,2014,19.0
Ilmajoki,2014,10.5
Ilomantsi,2014,14.1
Imatra,2014,15.4
Inari,2014,21.7
Ingå,2014,10.3
Isojoki,2014,3.6
Isokyrö,2014,16.3
Janakkala,2014,17.8
Joensuu,2014,21.5
Jokioinen,2014,17.2
Jomala,2014,15.7
Joroinen,2014,10.9
Joutsa,2014,13.8
Juuka,2014,13.6
Juupajoki,2014,3.6
Juva,2014,15.6
Jyväskylä,2014,18.8
Jämijärvi,2014,14.3
Jämsä,2014,14.4
Järvenpää,2014,21.7
Kaarina,2014,16.3
Kaavi,2014,25.8
Kajaani,2014,17.6
Kalajoki,2014,11.7
Kangasala,2014,19.3
Kangasniemi,2014,8.6
Kankaanpää,2014,14.8
Kannonkoski,2014,5.6
Kannus,2014,19.3
Karijoki,2014,0.0
Karkkila,2014,22.0
Karstula,2014,17.1
Karvia,2014,9.8
Kaskinen,2014,5.0
Kauhajoki,2014,15.5
Kauhava,2014,12.7
Kauniainen,2014,21.1
Kaustinen,2014,16.6
Keitele,2014,15.9
Kemi,2014,17.5
Kemijärvi,2014,21.6
Keminmaa,2014,12.7
Kimitoön,2014,18.8
Kempele,2014,16.7
Kerava,2014,18.3
Keuruu,2014,13.6
Kihniö,2014,6.3
Kinnula,2014,9.0
Kirkkonummi,2014,15.1
Kitee,2014,11.7
Kittilä,2014,33.2
Kiuruvesi,2014,13.4
Kivijärvi,2014,28.0
Kokemäki,2014,24.9
Kokkola,2014,13.7
Kolari,2014,24.2
Konnevesi,2014,22.8
Kontiolahti,2014,8.1
Korsnäs,2014,9.8
Koski Tl,2014,6.8
Kotka,2014,17.1
Kouvola,2014,17.8
Kristinestad,2014,8.4
Kronoby,2014,12.0
Kuhmo,2014,9.9
Kuhmoinen,2014,11.1
Kumlinge,2014,0.0
Kuopio,2014,17.4
Kuortane,2014,12.7
Kurikka,2014,11.4
